x-axis,y-axis,z-axis
1.61,13.57,1.3075534
0.5,10.57,-0.46309182
2.45,10.04,2.7649305
0.53,6.66,1.3075534
1.61,5.33,2.2201166
1.92,3.68,3.0237172
1.12,2.87,3.3778462
1.08,2.56,3.990762
0.46,2.79,4.630918
2.34,2.96,6.5922484
1.84,10.34,9.234595
6.05,11.8,9.234595
0.69,5.05,5.47538
2.11,8.35,2.7240696
2.07,8.58,2.4516625
2.26,10.65,1.920469
-0.89,9.3,1.5390993
-1.61,11.03,1.0351465
2.18,8.89,1.0351465
1.73,8.5,1.3075534
1.08,9.15,1.2258313
0.11,9.38,1.4573772
0.46,10.76,0.95342433
1.76,12.87,0.6537767
0.34,15.83,0.040861044
-1.38,13.99,4.372132
2.6,10.88,8.049625
4.21,9.96,3.0645783
0.5,10.5,-1.4165162
1.12,10.57,3.445948
1.76,9.28,2.7921712
1.54,6.74,2.5606253
1.5,4.63,3.3778462
0.42,2.83,2.6832085
0.76,2.26,2.9556155
-0.27,1.33,3.568531
2.15,1.92,9.193735
6.51,15.05,7.6954966
-0.72,2.98,7.8180795
2.11,11.84,3.214402
2.18,8.16,3.0645783
1.99,9.66,2.3699405
1.5,10.42,2.7921712
0.42,8.2,1.6889231
2.49,9.34,1.2666923
3.79,8.81,1.8387469
0.34,8.81,1.920469
0.46,9.04,1.7978859
0.61,9.11,1.5390993
0.8,10.0,0.9942854
0.89,12.15,1.2258313
2.22,15.28,-0.95342433
-1.08,14.71,3.990762
1.08,12.11,8.580819
5.09,11.6,4.3312707
1.42,10.61,-1.920469
1.57,10.27,2.152015
1.73,8.58,2.4925237
0.99,6.02,1.4982382
1.92,4.67,3.445948
0.95,3.99,2.3018389
0.89,2.64,3.173541
-0.27,1.88,3.1463003
0.99,2.18,7.0553403
7.44,17.54,8.117727
-0.53,1.76,6.510526
0.99,11.65,2.4108016
2.3,9.51,2.7921712
3.15,9.7,2.3699405
1.08,8.28,2.3426998
1.38,9.43,2.2201166
3.41,8.62,1.8387469
0.99,8.5,1.879608
0.38,9.11,1.3756552
0.69,8.62,1.334794
0.93,9.89,1.2666923
1.69,11.35,0.7627395
2.41,13.8,-0.14982383
0.46,15.89,3.2961242
0.8,12.79,9.656827
2.18,12.72,4.7943625
0.38,11.26,-1.6889231
1.92,10.27,1.6480621
1.8,8.89,2.2201166
0.04,4.56,2.1792557
1.5,4.18,3.1054392
0.84,4.18,1.9477097
0.84,4.18,1.9477097
0.46,0.38,3.7864566
0.46,0.38,3.7864566
3.99,9.0,14.859799
4.02,11.35,3.6774938
-0.57,7.82,2.2609777
2.07,11.96,3.3778462
1.31,10.0,2.3699405
1.95,8.77,1.7297841
1.57,8.89,2.0294318
2.76,9.19,1.920469
1.46,8.24,1.879608
0.08,9.23,1.4982382
0.72,8.81,1.0760075
0.65,8.96,1.56634
1.08,11.35,0.42223078
2.76,12.49,-0.29964766
1.42,15.94,1.7978859
0.15,14.44,8.539958
1.69,13.21,7.3958488
3.41,11.8,0.313268
2.83,9.7,-2.5606253
0.89,8.47,3.636633
0.11,5.43,1.4573772
2.6,5.63,3.214402
1.42,4.02,2.9556155
1.23,2.76,4.0588636
0.95,3.11,3.990762
0.8,1.33,4.7126403
3.95,4.86,11.34575
3.95,12.87,8.499097
-0.89,5.79,3.1054392
1.73,14.18,3.173541
1.95,10.34,2.9147544
2.03,8.77,1.8387469
1.88,8.69,1.4165162
3.72,9.38,1.607201
3.06,7.78,1.6889231
-0.27,9.04,1.56634
0.15,9.11,1.334794
0.95,10.0,1.1849703
0.61,12.6,0.6537767
3.76,15.36,1.2666923
1.27,13.38,5.938472
0.34,13.95,8.921328
2.79,14.21,-0.7218784
3.38,9.43,-0.040861044
1.76,8.73,2.3699405
0.11,4.48,1.4165162
0.8,4.6,2.3699405
0.27,3.83,2.3018389
0.42,2.26,3.173541
0.27,1.99,3.9499009
2.26,2.98,6.4015636
7.7,14.56,10.228881
-0.42,7.16,5.5571017
1.14,10.92,2.3426998
2.15,9.77,1.6480621
1.23,10.84,0.8036005
1.95,9.47,1.920469
1.46,9.11,1.7297841
2.18,8.12,0.5720546
1.73,9.15,0.42223078
0.69,8.62,1.4165162
1.73,9.0,1.2666923
3.87,9.43,0.08172209
1.8,10.53,0.313268
0.38,11.3,-1.525479
-0.95,15.47,-0.46309182
1.69,17.47,0.9942854
1.33,10.69,4.140586
1.57,9.34,5.434519
-1.12,12.15,0.08172209
-1.99,8.47,0.5720546
0.84,7.46,2.1792557
-1.88,7.44,1.7978859
-0.42,5.28,1.0760075
0.42,4.6,-0.3405087
-0.11,5.01,0.95342433
2.34,5.79,1.920469
3.87,7.12,4.440233
8.08,12.57,8.662541
2.68,11.37,7.3549876
-4.56,14.1,5.5571017
-3.53,8.05,0.08172209
0.08,8.92,-1.4165162
-0.04,11.56,-1.334794
-0.69,10.38,-1.6480621
-1.42,9.77,-0.9942854
-0.38,10.38,0.84446156
3.06,11.3,-1.3756552
5.28,9.66,-0.38136974
2.72,8.62,2.8738933
-0.3,10.31,0.27240697
0.31,9.85,-0.3405087
1.33,9.62,0.23154591
0.72,11.37,0.5720546
2.22,12.3,-0.50395286
2.83,13.06,0.3405087
0.69,12.03,4.1814466
-0.91,12.76,4.2904096
2.49,13.91,2.7921712
-0.69,9.34,2.9556155
-0.08,10.12,3.718355
4.63,9.0,1.0351465
2.98,6.32,3.8273177
1.38,3.17,3.1463003
1.38,1.61,3.1463003
-0.15,0.84,3.0645783
1.31,0.99,3.405087
1.38,0.11,5.706926
7.31,16.02,12.408136
-1.31,3.3,3.5276701
1.14,11.26,2.9147544
1.88,10.69,3.255263
1.84,9.47,2.3018389
2.03,9.28,2.5333846
1.61,8.5,1.7978859
3.38,9.72,2.070293
1.8,8.31,2.4925237
-0.53,8.58,0.9942854
2.18,10.15,0.3405087
1.33,11.65,-1.3075534
-0.04,14.21,0.08172209
2.15,14.71,3.718355
1.95,12.79,10.310603
1.08,14.02,4.140586
0.38,12.3,-3.8273177
1.99,8.89,1.3756552
1.95,8.12,2.152015
0.93,5.75,1.607201
1.5,5.13,2.7240696
-0.42,3.17,2.3426998
0.89,1.23,3.336985
-0.04,-0.15,3.8273177
6.02,14.33,15.472715
6.02,14.33,15.472715
-0.19,9.19,2.9556155
1.88,12.68,3.8681788
1.88,12.68,3.8681788
1.12,7.93,1.4165162
1.12,7.93,1.4165162
3.49,9.85,1.607201
3.49,9.85,1.607201
-0.34,8.73,1.334794
-0.34,8.73,1.334794
0.99,9.81,1.1849703
0.99,9.81,1.1849703
3.64,13.14,-0.8036005
3.64,13.14,-0.8036005
-0.04,14.94,2.2201166
1.8,12.83,4.7943625
1.8,12.83,4.7943625
2.79,9.85,0.23154591
2.79,9.85,0.23154591
-0.53,6.09,1.4982382
-0.53,6.09,1.4982382
0.61,3.79,2.4516625
0.61,3.79,2.4516625
-0.38,0.65,3.1463003
-0.38,0.65,3.1463003
7.59,17.31,7.7772183
7.59,17.31,7.7772183
2.11,14.29,3.759216
2.11,14.29,3.759216
0.8,8.58,1.6480621
0.8,8.58,1.6480621
2.91,9.72,2.1792557
2.91,9.72,2.1792557
3.3,8.81,1.2666923
0.72,9.23,1.334794
0.72,9.23,1.334794
-0.19,10.08,1.0351465
-0.19,10.08,1.0351465
0.8,11.65,-0.29964766
0.11,16.93,0.040861044
0.11,16.93,0.040861044
1.12,11.8,5.284695
1.31,12.15,-0.53119355
1.31,12.15,-0.53119355
2.76,10.0,3.8681788
2.76,10.0,3.8681788
1.99,8.08,2.5333846
0.95,4.21,2.5606253
0.95,4.21,2.5606253
0.53,1.18,2.4925237
0.53,1.18,2.4925237
4.18,12.68,15.431854
4.18,12.68,15.431854
-0.46,9.66,3.8273177
-0.46,9.66,3.8273177
0.69,11.96,3.990762
2.22,9.08,1.5390993
2.22,9.08,1.5390993
2.49,9.62,1.9885708
2.49,7.93,2.2609777
1.38,8.43,1.56634
0.31,9.19,1.4573772
0.31,9.19,1.4573772
0.42,9.28,0.8036005
0.65,13.14,-0.61291564
0.65,13.14,-0.61291564
2.98,16.47,0.313268
0.53,13.14,8.008764
1.42,13.21,7.8180795
1.33,8.2,-2.4516625
1.33,8.2,-2.4516625
2.11,10.31,3.214402
1.54,8.96,1.7297841
-0.15,4.86,2.1111538
1.08,3.95,2.9147544
0.72,3.91,3.0237172
-0.08,1.33,3.214402
6.13,10.99,16.249075
6.13,10.99,16.249075
0.08,6.85,3.445948
0.08,6.85,3.445948
2.11,12.72,4.630918
1.95,9.08,2.6423476
1.95,9.08,2.6423476
1.42,7.93,2.5333846
2.56,9.15,2.7649305
2.56,9.15,2.7649305
0.57,9.19,1.0351465
0.57,9.19,1.0351465
0.84,9.04,0.50395286
1.23,11.26,0.9942854
1.23,11.26,0.9942854
2.79,12.87,1.7570249
0.95,16.47,0.95342433
0.38,13.91,8.117727
-0.11,10.99,-1.525479
-0.11,10.99,-1.525479
4.79,7.7,-1.0351465
-0.15,7.27,1.920469
-0.15,7.27,1.920469
1.92,4.25,3.405087
0.0,3.34,2.5333846
0.89,2.79,2.982856
0.19,2.11,3.718355
2.76,5.52,11.727119
5.28,9.04,10.923519
0.61,5.41,4.440233
-0.42,11.92,4.862464
1.23,6.51,0.95342433
1.73,11.11,3.445948
2.15,9.19,2.0294318
1.92,7.46,0.7627395
1.12,11.45,0.7627395
2.22,9.28,1.7570249
0.99,9.15,0.46309182
0.99,9.15,0.46309182
