x-axis,y-axis,z-axis
4.33,10.15,2.3018389
4.71,9.7,-4.1814466
2.91,9.51,-4.140586
3.76,7.21,-4.944186
5.24,5.71,-1.2666923
4.56,5.01,-0.46309182
5.28,4.71,-1.7297841
6.78,7.7,-1.3756552
10.53,11.73,-2.3699405
6.51,12.18,5.7477865
4.63,2.83,-4.7943625
11.41,9.23,-6.4015636
16.55,10.84,-7.1234417
8.54,5.98,1.7297841
-6.09,-0.61,6.0201936
-5.43,1.84,-3.0237172
2.11,12.41,-4.7535014
9.92,19.5,-5.366417
13.76,16.47,-0.95342433
6.02,8.62,2.152015
-0.23,8.16,-0.7627395
1.18,12.15,0.3405087
0.69,11.41,0.19068487
8.81,8.58,-0.9942854
11.6,12.83,0.313268
4.33,10.57,0.8036005
3.34,7.74,0.9942854
4.52,6.55,0.95342433
3.91,4.67,0.61291564
1.99,1.84,0.61291564
3.64,1.38,1.7297841
3.64,1.38,1.7297841
3.64,1.38,1.7297841
0.0,0.0,0.0
3.6,14.98,-0.95342433
2.83,13.4,-0.7627395
4.02,10.19,-0.38136974
6.21,7.35,-0.50395286
4.4,5.98,-0.0
3.83,6.05,0.19068487
5.22,7.55,-2.1792557
4.63,10.31,-1.4165162
4.4,14.63,-0.3405087
5.22,17.69,5.012288
5.22,17.69,5.012288
1.33,14.1,2.1111538
0.0,0.0,0.0
0.0,0.0,0.0
3.87,8.96,0.46309182
-0.04,6.13,-1.56634
0.69,5.33,-1.2666923
0.27,3.38,0.23154591
-1.08,2.45,0.61291564
-0.34,5.33,-0.88532263
8.16,13.44,-4.5628166
11.11,16.74,8.076866
-0.46,3.15,-2.1792557
0.11,9.11,-1.4982382
0.57,16.82,-2.7921712
2.6,8.16,-1.1849703
3.57,5.28,-1.1441092
4.21,7.01,-0.95342433
2.76,9.28,1.0351465
2.53,10.0,-1.7297841
1.92,11.56,-2.1383946
0.61,12.64,0.040861044
2.03,13.48,0.5720546
3.06,15.83,0.92618364
-0.89,13.21,1.7978859
1.76,10.61,-4.099725
4.52,11.69,3.445948
2.34,11.03,-0.84446156
0.11,8.35,-1.1441092
-2.37,6.28,-0.6946377
1.23,6.51,-0.14982383
0.65,3.11,-0.38136974
0.04,3.68,-1.1168685
2.3,3.95,-1.4982382
9.0,19.04,-4.2904096
2.72,9.28,1.879608
-0.3,4.75,-2.1111538
-2.87,17.73,-1.3756552
0.89,8.96,0.84446156
1.5,6.32,-0.53119355
3.83,6.55,-1.334794
1.92,7.55,-0.9942854
0.53,10.0,-0.040861044
-1.53,11.45,-1.525479
-0.8,12.26,-1.3075534
0.46,14.33,1.3075534
1.61,15.55,1.7297841
-3.6,13.63,1.0351465
-1.38,11.8,-1.1441092
1.42,11.56,-0.61291564
1.42,11.56,-0.61291564
0.95,9.08,1.3075534
-1.92,7.89,-1.334794
-2.18,6.82,-0.040861044
-0.04,7.74,-0.46309182
-1.23,3.11,0.14982383
-0.53,3.49,-0.42223078
0.38,4.71,-0.42223078
3.06,17.86,-4.944186
3.06,14.44,7.3549876
-1.08,3.11,-1.9885708
-4.21,13.48,-2.9556155
-2.18,13.25,-1.7570249
-0.8,5.86,1.2258313
0.19,5.94,0.46309182
1.27,8.01,-0.84446156
-1.23,9.47,-1.1849703
-3.11,12.37,-2.1792557
-2.37,14.63,0.38136974
-2.41,15.13,3.214402
-3.57,14.71,2.7240696
-6.63,12.22,-0.10896278
-0.08,9.85,-2.3699405
-1.31,12.45,3.0237172
-3.3,8.2,-0.88532263
-2.91,3.83,-2.2201166
-2.45,4.37,-0.10896278
-0.91,2.68,-0.10896278
-2.11,3.11,0.50395286
-2.14,5.6,-2.7240696
-1.57,18.01,-7.9270425
0.27,13.38,8.962189
-2.41,3.79,-2.6832085
-6.85,14.21,-1.4573772
-4.67,10.92,-1.2666923
-1.61,6.05,0.5720546
-0.3,5.83,0.08172209
0.38,6.51,-1.879608
-1.31,11.03,-2.7240696
-4.82,13.76,-0.42223078
-7.5,12.83,4.3312707
-4.9,14.37,1.2258313
-6.13,12.87,0.6946377
-2.87,11.6,-1.7297841
-2.07,10.31,0.42223078
-3.95,8.47,3.486809
-1.18,5.33,-2.8738933
-2.6,4.52,-1.2258313
-2.91,6.28,-0.10896278
-4.14,2.98,-0.3405087
-3.34,2.56,-1.3756552
-4.67,15.28,-8.076866
-3.83,15.85,9.697687
-2.56,4.99,-1.920469
-6.78,15.47,-2.0294318
-2.56,9.66,-0.7627395
0.08,4.29,-0.08172209
-0.23,4.71,-0.29964766
-1.8,7.01,-0.6537767
-5.48,10.5,-1.0760075
-7.12,12.07,-2.4108016
-8.85,13.29,1.7978859
-2.91,14.37,1.4165162
-4.79,11.92,-1.1441092
-3.79,11.3,1.334794
-4.1,11.73,-2.5606253
-5.98,7.63,2.4108016
-2.72,7.35,0.46309182
-3.17,8.01,-1.2666923
-4.99,5.37,0.313268
-2.3,3.64,-0.08172209
-2.87,3.64,-0.08172209
-2.68,2.72,0.61291564
-2.68,2.72,0.61291564
-4.25,11.75,11.495573
-4.25,11.75,11.495573
-1.76,6.4,-2.2201166
-6.59,15.89,-2.1383946
-1.88,6.97,-0.7627395
-1.38,6.93,-0.53119355
-2.03,7.12,-0.040861044
-1.76,6.09,0.6537767
-3.87,7.82,-0.42223078
-4.56,10.38,-3.6774938
-6.32,10.23,-0.0
-6.05,10.8,0.38136974
-5.18,12.68,-0.46309182
-8.92,10.34,-0.88532263
-6.28,9.62,-0.14982383
-3.21,8.39,1.4573772
-5.09,6.85,-0.46309182
-7.01,4.71,-0.88532263
-1.73,7.27,0.7218784
-2.41,8.69,-0.9942854
-4.37,8.01,0.27240697
-4.71,6.7,0.7218784
-5.24,6.82,0.08172209
-4.71,8.47,3.636633
-3.49,9.43,1.7978859
-2.03,9.0,-0.3405087
-3.15,11.26,-0.9942854
-4.56,8.24,1.4573772
-5.56,8.5,2.4108016
-3.02,8.35,-0.0
-3.64,9.04,-1.4165162
-5.18,8.85,-2.5606253
-5.75,8.01,-1.879608
-6.63,7.82,0.10896278
-5.28,9.0,1.5390993
-3.98,9.08,-0.50395286
-4.37,8.96,-1.4165162
-4.18,8.73,-0.7218784
-3.76,9.28,-0.7627395
-3.64,9.23,-0.040861044
-4.18,9.38,0.14982383
-3.76,9.62,-1.3756552
-3.91,9.15,-2.3018389
-4.44,8.54,-2.7513103
-5.28,8.47,-2.4516625
-4.44,9.19,-0.8036005
-1.65,10.69,2.3426998
-2.79,12.03,1.0760075
-1.99,9.58,-3.7864566
-3.45,9.85,-6.2789803
-3.36,13.33,3.405087
-3.3,13.72,-0.7218784
-4.52,10.04,-0.23154591
-2.49,11.37,0.6537767
-2.87,11.6,0.6946377
-2.75,8.16,0.42223078
-1.5,6.21,-0.29964766
-1.42,4.52,-0.19068487
-1.5,4.33,0.3405087
-0.76,7.08,0.38136974
-3.34,17.2,-4.671779
-5.33,13.59,6.6331096
0.93,1.23,-1.879608
-8.16,12.49,-2.070293
-3.64,10.46,0.7627395
-1.27,10.08,2.4516625
-1.76,8.31,-0.14982383
-1.14,8.31,-1.4982382
-2.79,7.86,-3.5957718
-3.87,7.7,-2.5606253
-5.63,10.19,-0.08172209
-6.13,11.69,-1.607201
-7.65,13.4,0.08172209
-8.16,13.87,2.070293
-6.21,12.79,2.4516625
-4.71,9.77,-2.7921712
-4.71,9.77,-2.7921712
-2.11,9.72,3.0645783
-2.11,9.72,3.0645783
-3.06,4.44,-1.6889231
-3.72,6.55,1.0351465
-2.03,6.28,0.8036005
-1.08,1.38,0.88532263
-1.08,1.38,0.88532263
0.0,5.01,2.1792557
-5.24,19.46,2.8330324
-1.14,8.66,3.9499009
0.76,-0.89,-1.7297841
-8.35,8.28,-3.445948
-13.1,16.63,-1.56634
-6.85,11.37,0.7218784
-0.91,9.08,2.7649305
0.19,5.83,0.95342433
0.57,5.22,-0.53119355
0.08,6.21,-1.607201
-2.75,9.0,-3.486809
-8.27,12.95,-1.2258313
-8.77,12.83,-0.6537767
-5.18,13.4,-0.6537767
-6.93,14.52,0.38136974
-9.62,10.12,1.607201
-7.12,10.8,0.10896278
-6.63,9.77,-1.0760075
0.95,8.08,0.53119355
-3.21,7.97,1.9885708
-5.05,4.75,-2.8738933
-3.21,5.24,-0.10896278
-2.45,3.45,0.313268
-2.22,1.27,-0.08172209
-0.84,3.41,-1.3075534
-7.82,17.86,-5.012288
-4.59,13.44,4.5628166
-4.37,5.43,-0.7218784
-10.19,14.98,-1.4165162
-3.36,7.78,-0.5720546
-0.5,5.48,-0.7627395
0.42,5.48,-0.61291564
0.84,6.02,-1.9885708
-2.07,9.43,-1.3075534
-6.28,14.14,-2.1792557
-8.85,12.53,3.6774938
-5.82,13.06,-0.5720546
-7.25,13.72,0.9942854
-5.9,12.26,0.19068487
-3.76,11.5,-0.14982383
-4.59,9.11,0.42223078
-3.21,7.12,2.2609777
-3.15,4.94,-2.0294318
-4.67,5.05,-0.27240697
-3.41,4.86,0.10896278
-2.75,2.18,-0.38136974
-3.57,4.14,-1.1441092
-2.22,7.93,-1.56634
-10.38,19.53,-6.2789803
-1.46,8.24,8.390134
-6.17,10.34,-2.3018389
-7.27,12.11,-2.2201166
-1.92,6.17,-1.0760075
-0.46,4.9,-0.53119355
0.27,5.24,-0.7218784
-1.27,7.86,-1.7978859
-4.48,9.43,-0.9942854
-7.35,12.11,-0.14982383
-8.54,13.59,0.8036005
-5.63,14.37,1.1849703
