x-axis,y-axis,z-axis
0.57,8.16,2.22
3.06,10.12,-0.04
4.79,9.51,-0.3
4.79,9.51,-0.3
8.85,7.27,0.65
9.43,7.06,-2.18
4.52,4.75,-3.57
3.95,5.01,-0.53
5.28,8.81,0.19
6.24,9.43,1.27
9.11,8.81,3.45
9.08,8.16,0.95
4.71,5.01,-0.53
2.96,5.22,2.45
5.05,10.88,2.11
2.98,5.86,-2.34
-2.26,14.48,4.37
-2.26,14.48,4.37
-3.53,5.18,-3.36
1.27,9.15,-0.69
3.64,9.43,-0.46
-0.23,9.43,1.31
-1.04,12.07,-1.18
-1.8,9.08,0.84
-1.8,9.08,0.84
-1.92,10.0,0.27
-1.69,9.43,-1.33
-0.11,8.92,-2.37
-0.15,10.5,-4.94
0.84,9.34,-4.9
-0.91,9.47,-2.64
-1.69,9.72,-0.38
0.57,10.95,5.18
3.34,9.81,-1.88
3.91,11.5,-1.61
4.9,16.28,-0.27
7.93,12.87,3.76
-3.57,19.38,-6.97
6.09,16.97,-4.1
0.99,15.32,-0.46
-1.33,6.09,-1.65
0.34,4.9,-0.65
0.53,1.88,-0.76
5.63,1.8,1.54
7.74,1.73,1.65
10.19,3.26,4.67
10.76,8.01,1.61
3.68,7.21,0.61
5.9,11.07,0.99
2.87,9.62,0.0
2.79,8.2,-1.12
2.34,9.62,-1.18
1.8,10.31,-2.72
2.87,11.18,-2.79
5.86,11.41,-1.99
6.82,10.15,-3.57
3.11,7.46,-1.23
-2.3,7.59,-4.86
0.0,9.28,-1.8
-3.49,12.95,-4.29
-3.06,17.97,-5.67
-1.23,19.31,-3.17
3.26,13.59,-1.33
7.93,6.7,-4.02
9.58,7.63,-1.46
1.31,15.75,-3.41
-2.96,16.02,-3.53
-0.3,13.48,-2.72
2.11,8.12,0.95
-0.27,8.43,-2.34
-2.83,3.87,-0.46
1.14,2.37,-1.73
4.21,2.79,-1.27
8.05,4.79,-2.18
8.2,15.17,-0.65
1.61,10.31,-2.22
3.72,7.93,-5.13
0.04,11.75,-2.83
1.38,13.14,-1.42
2.37,9.08,-1.12
2.76,9.53,-1.69
3.6,9.15,-1.57
5.24,7.82,-6.36
6.02,7.25,-8.43
-10.42,10.27,2.98
-7.82,16.36,-3.21
-4.63,18.5,-3.64
1.38,16.32,-3.36
4.29,9.28,-4.37
7.86,6.51,-3.45
5.67,10.19,-2.68
1.76,16.4,-2.03
0.27,14.56,-5.18
-1.31,12.11,-2.22
1.31,8.01,1.12
-0.65,8.66,-3.21
-1.38,7.35,1.27
2.37,2.68,-4.9
4.06,-0.27,-3.53
7.4,7.89,-4.14
6.28,17.73,0.27
1.92,6.21,-3.98
-0.38,8.08,-3.68
-0.69,16.47,-1.5
2.34,11.37,0.53
1.69,7.67,-1.42
2.18,7.46,-2.11
7.16,8.43,-10.38
5.09,5.48,-7.78
-8.31,11.22,4.48
-2.49,14.52,-2.03
-6.36,17.58,-4.94
-3.6,18.24,-2.96
5.48,10.46,-4.63
8.39,5.05,-3.98
6.66,7.06,-1.38
1.14,16.55,-1.88
-4.82,18.77,-1.73
-0.27,11.69,-2.56
5.05,11.75,3.95
-4.21,9.66,-4.52
-5.24,3.02,-0.61
-0.27,1.99,-2.41
1.23,0.76,-2.3
1.23,0.76,-2.3
6.21,7.35,-2.87
-3.87,17.47,-0.69
-3.34,7.97,3.15
-3.3,11.99,-0.91
-2.22,9.96,-3.17
-1.31,8.31,-3.76
1.31,8.85,-7.7
0.65,4.99,-4.56
0.53,9.62,-1.61
2.87,13.48,-2.41
6.93,13.14,-2.79
9.43,13.02,-2.6
1.04,16.82,9.08
-2.34,14.33,6.36
0.42,7.67,0.8
-1.84,5.13,-5.05
-2.64,3.34,-5.33
-2.56,7.89,-2.75
7.08,18.5,-7.16
8.85,14.37,0.15
-2.14,9.85,1.73
-5.43,11.22,2.22
-2.45,8.47,-0.19
-4.18,13.8,-5.01
2.07,8.77,-9.47
14.79,6.28,-10.0
9.11,7.86,3.95
5.98,10.8,1.18
-3.15,10.69,-3.45
-4.21,17.24,-5.24
2.98,19.57,-4.18
5.33,15.75,0.08
5.52,10.12,-2.11
6.32,4.79,-4.1
4.21,9.19,-2.98
3.45,16.93,3.17
-0.57,13.82,-7.25
3.83,9.58,2.34
0.84,11.54,-0.69
-3.72,3.95,-1.53
2.87,0.8,-1.69
4.94,1.23,-2.72
7.89,7.97,-4.86
3.68,15.66,-1.88
-0.95,9.19,-1.08
0.04,10.65,-2.79
-0.15,15.32,-0.91
1.99,8.69,-0.5
3.68,8.28,-1.84
6.13,9.34,-3.02
11.37,7.78,-9.81
4.29,5.24,-3.91
-8.43,10.95,-1.27
-3.79,13.21,-1.84
-5.43,16.82,-5.52
0.46,19.31,-3.41
3.91,13.29,-3.26
4.75,6.36,-4.4
8.62,6.13,-2.03
4.06,14.44,-1.65
-2.6,15.28,-3.26
-3.36,11.84,-4.9
2.41,9.43,2.45
1.61,11.3,-4.25
-0.5,10.23,1.12
3.76,4.37,-2.64
1.95,-0.84,-5.13
-1.38,-0.08,-3.41
7.7,16.59,-4.56
-5.75,13.63,2.34
-0.42,11.35,-2.96
-0.15,9.89,-1.08
0.69,12.41,-0.91
2.26,10.61,-1.69
3.87,7.06,-5.41
8.35,5.41,-13.33
-1.88,10.23,9.3
0.0,8.16,-11.18
-5.56,15.09,-3.57
-6.78,18.2,-4.48
0.23,6.63,-2.79
8.12,6.63,-2.79
8.12,6.63,-2.79
7.55,10.61,-0.61
0.72,14.29,-2.75
-5.09,16.59,-6.82
-4.56,10.88,6.17
2.83,7.97,-2.11
-1.8,7.55,2.34
-1.5,3.02,-1.04
4.4,0.69,-2.37
5.79,4.94,-3.95
9.66,9.96,-3.6
6.24,14.14,-1.65
0.93,8.24,-3.53
2.18,8.5,-1.33
-0.34,9.92,-2.14
-1.18,15.05,-1.57
0.42,9.92,-1.27
0.46,9.04,-1.69
0.69,9.28,-2.22
1.61,10.8,-3.83
2.6,8.5,-6.63
0.5,4.67,-3.91
-0.76,5.94,-1.18
-0.84,10.57,-0.53
2.68,10.5,-0.34
3.45,8.77,0.38
5.9,12.83,-1.8
-3.21,18.58,9.38
-7.01,19.19,1.12
-2.96,11.37,3.53
-2.49,7.01,-1.33
0.95,2.03,-1.76
-2.26,2.49,-2.26
0.84,6.28,-2.98
14.21,15.7,-9.47
16.74,15.28,7.12
-1.88,14.52,-4.25
-7.01,8.85,1.69
-5.67,10.08,-0.76
-4.37,11.92,-1.46
-2.68,10.99,-1.95
-0.23,12.07,-3.53
8.43,10.04,-17.62
11.5,5.9,-7.93
12.91,16.36,8.96
3.21,9.08,-11.75
-3.21,11.65,-1.08
-8.39,13.91,-5.18
-3.15,19.11,-4.37
2.15,14.48,-2.11
3.53,9.96,-2.22
5.71,9.11,-4.21
1.73,13.95,-3.45
-2.26,17.24,2.68
0.42,9.92,-2.14
2.3,9.53,-4.48
4.9,11.45,3.91
-4.02,4.25,-5.67
0.42,1.31,-0.08
5.48,6.21,-2.14
5.01,1.95,-3.53
7.31,9.0,-3.45
6.24,15.13,0.69
0.89,8.54,-1.31
-0.11,7.82,-4.29
-1.88,14.37,-3.72
1.76,11.92,-2.26
3.11,8.73,-1.23
4.06,8.96,-1.53
4.14,8.62,-1.33
8.08,6.93,-8.66
4.67,6.02,-5.67
-8.96,12.26,2.6
-6.47,14.1,-1.33
-7.21,19.42,-5.48
2.76,18.28,-4.02
4.67,11.75,-2.18
7.4,7.12,-3.53
6.47,5.52,-2.83
1.73,15.79,-4.79
-2.96,16.7,-3.87
-1.38,15.83,-3.11
4.52,10.73,4.82
-0.34,7.44,-7.16
-1.8,6.47,1.38
2.64,3.83,-3.68
2.41,2.22,-3.79
4.4,6.44,-3.21
6.78,17.01,-4.06
-1.76,8.16,-0.57
0.57,10.08,-4.67
-1.14,15.36,-1.57
1.73,8.08,-0.65
3.34,8.43,-1.12
2.96,9.92,-1.61
3.34,9.53,-3.83
7.27,6.51,-12.91
-2.3,5.24,4.18
-3.49,10.61,-8.73
-9.0,17.16,-2.49
-4.67,19.57,-2.83
0.38,15.4,-3.06
4.29,10.53,-1.8
9.04,5.09,-3.34
5.24,7.63,-1.99
0.38,18.2,-6.09
-5.82,17.92,-3.15
1.38,9.51,6.36
4.21,7.44,-1.33
4.21,7.44,-1.33
4.21,7.44,-1.33
-1.8,5.83,-0.95
4.44,0.72,-2.87
8.12,4.6,-3.3
8.73,6.02,-3.15
8.62,15.64,-1.04
0.04,9.0,-2.18
4.52,8.43,-2.34
1.99,6.63,-2.87
-0.46,11.07,-2.83
0.31,14.37,-2.14
2.15,10.15,-2.03
1.38,9.38,-2.14
0.34,10.76,-3.41
1.31,8.05,-3.68
0.72,7.06,-6.17
-0.42,5.67,-1.57
-0.23,6.09,-1.27
0.27,10.27,-0.76
2.34,11.65,-0.95
4.75,11.35,-2.45
5.22,16.28,0.46
-8.01,18.92,10.08
