x-axis,y-axis,z-axis
-0.53,12.37,0.53
-0.46,15.55,-4.18
-5.52,12.34,4.21
-1.53,10.04,-2.68
-2.07,4.86,-2.3
-2.45,4.25,-1.69
0.57,1.27,-2.96
-0.3,3.34,0.69
-6.13,17.69,3.45
-1.14,11.26,2.49
-4.59,13.29,0.15
-1.27,13.4,-0.53
-0.27,9.3,1.54
0.04,7.12,-0.65
1.69,6.97,-0.65
-2.91,5.71,0.08
-7.31,11.03,-2.03
0.57,13.82,-2.87
-3.79,19.53,5.05
-1.57,15.09,8.5
-0.19,14.71,-1.18
-4.29,13.82,1.46
-3.17,10.95,-0.99
-1.69,5.43,-1.8
-0.8,3.64,-1.69
-0.38,3.49,-2.07
1.92,1.12,-1.57
-6.17,7.55,0.38
-5.67,17.88,3.83
-4.25,14.41,1.84
-2.22,11.6,1.31
0.76,10.76,-0.42
-0.11,8.31,-0.5
2.34,7.67,1.84
-2.79,7.06,-2.91
-7.01,9.28,-0.99
0.76,13.25,-0.19
-3.95,16.55,3.87
-1.23,15.28,6.74
-0.19,15.36,1.23
-4.75,14.06,1.57
-3.76,13.18,-0.99
-1.33,7.86,-2.18
-0.27,3.21,-2.56
-1.23,1.54,-1.92
1.5,1.33,-1.57
3.45,4.6,1.27
-8.12,15.09,7.06
-3.02,11.22,2.76
-3.87,13.91,-0.8
0.15,13.18,-0.57
0.15,13.18,-0.57
0.42,10.5,2.11
-0.89,9.77,0.61
1.42,8.43,0.76
-2.22,4.56,-3.17
-6.02,7.16,1.84
-4.21,12.03,-3.36
-4.21,12.03,-3.36
-2.18,19.11,-0.5
-6.63,13.06,4.4
-1.04,11.22,1.14
-0.38,11.75,-2.72
-3.87,8.35,-6.13
-1.8,9.08,-3.02
2.37,9.47,-2.83
-2.96,6.89,-2.53
-2.53,7.59,-1.95
-1.8,8.47,-2.07
-2.53,9.3,-0.3
-3.06,9.66,0.89
-3.72,8.16,1.99
-2.26,9.66,3.45
-2.03,8.35,1.8
-1.76,8.28,1.76
-1.08,8.92,2.96
-2.11,7.59,3.06
-2.26,8.08,2.68
-6.51,17.05,8.85
-4.44,2.03,-2.49
-4.21,7.16,-3.11
-2.26,13.25,-4.9
0.15,10.42,-2.79
-8.66,11.35,8.16
-0.27,10.15,0.34
1.69,10.88,-3.6
-2.03,9.38,-4.86
-8.43,6.93,1.08
-1.53,10.95,-0.84
-2.49,8.62,-2.49
-2.37,9.51,-3.21
-4.86,10.5,-3.49
-5.71,15.55,-2.41
-3.36,15.21,-0.38
