x-axis,y-axis,z-axis
2.34,5.22,0.84
1.99,2.98,0.84
1.65,0.65,2.18
2.98,7.35,6.05
2.07,12.91,3.76
3.38,8.96,1.46
4.82,10.08,-0.3
2.87,11.07,0.46
0.93,11.84,-0.91
0.11,10.0,-0.42
0.57,9.43,0.5
3.53,10.99,0.38
1.88,10.34,-1.76
3.26,11.37,0.76
2.07,14.18,1.42
0.19,12.98,4.75
-0.04,11.45,5.6
0.65,14.6,-0.61
7.01,14.06,-3.34
3.72,11.45,0.46
2.64,7.74,0.11
2.87,6.85,0.19
2.07,4.9,0.34
1.65,2.68,0.65
2.18,-0.8,1.42
1.76,11.07,5.01
5.75,11.18,2.53
2.79,7.44,0.53
3.57,11.73,0.76
-0.11,11.26,0.76
0.61,11.6,-0.61
1.23,11.18,-0.61
3.3,11.75,-1.33
2.18,12.03,1.88
-0.38,13.53,4.33
-3.15,11.92,6.44
-0.99,13.02,2.37
6.02,17.62,-4.02
6.55,14.21,0.61
1.57,10.65,1.14
2.91,4.82,-1.18
3.76,-1.73,-2.3
4.4,-6.05,-1.38
-2.14,13.48,-1.53
5.63,15.21,-1.46
1.99,8.39,2.6
0.95,11.35,-1.65
0.27,15.47,-0.46
2.98,12.91,-1.61
3.72,12.18,1.18
1.31,9.85,5.22
-4.1,9.19,4.75
-3.6,12.64,5.6
3.06,19.08,-2.41
9.47,15.24,0.5
3.26,14.63,1.18
0.84,13.06,0.19
3.49,-0.23,-3.72
2.45,-3.17,-1.95
4.71,-4.06,-1.18
-1.53,13.57,-2.64
5.52,17.39,-1.46
2.03,9.19,2.64
2.98,10.99,-1.33
-2.41,11.54,-0.99
1.18,8.69,0.53
2.22,11.26,-0.08
2.41,10.23,-2.87
3.95,13.06,1.65
-0.76,15.6,4.48
-1.99,13.53,5.33
-2.14,14.06,2.45
4.1,17.88,-5.79
5.83,11.99,-1.42
1.08,10.99,-0.15
2.64,8.2,-0.72
3.21,4.02,-1.5
4.6,-2.49,-1.04
5.41,-5.24,-3.02
1.99,17.73,0.99
0.95,14.6,1.65
3.45,5.71,1.12
4.21,13.59,-0.08
-0.19,17.35,-2.83
4.18,12.3,-2.6
