x-axis,y-axis,z-axis
1.88,8.81,3.49
0.89,4.29,0.15
2.14,14.63,-2.15
0.04,12.26,-1.69
-0.61,17.2,-0.65
-0.89,8.81,0.15
4.29,9.81,0.04
2.22,7.12,1.65
1.88,6.4,-1.08
-1.84,8.62,-4.94
-4.99,10.84,-6.24
-6.78,8.47,8.35
-2.91,10.15,3.6
0.04,12.95,-0.76
0.89,10.23,5.01
1.04,5.75,1.23
2.07,6.24,-3.91
1.18,15.13,-3.11
-0.53,14.82,-2.96
-0.95,9.85,0.04
1.88,11.5,0.72
1.14,6.7,-1.04
1.38,3.68,-1.12
0.04,4.71,-2.76
-3.15,11.96,-6.13
-6.36,9.43,3.72
-8.73,9.92,11.5
-2.72,12.83,0.53
0.15,8.69,2.03
2.49,7.89,-3.06
1.33,16.89,-1.69
-0.46,19.34,-4.56
-0.61,7.86,1.04
0.11,13.14,-0.08
2.56,8.66,-1.57
1.5,3.72,-1.61
0.08,2.07,-1.12
-2.3,5.9,-3.02
-7.25,9.38,-0.95
-9.15,11.22,10.38
-3.95,12.45,1.38
3.11,7.93,-0.27
3.26,1.8,-2.11
3.45,10.65,-0.61
1.42,18.89,-3.64
1.88,10.73,-0.99
0.72,6.74,0.34
-1.92,3.6,0.3
-2.22,0.89,-1.5
-5.98,7.27,-2.98
-7.82,17.47,0.69
-6.02,16.97,13.02
-2.87,13.02,4.94
-3.02,12.79,-5.79
-2.72,18.12,-3.76
-2.72,18.12,-3.76
-0.95,7.01,-1.04
-2.41,7.46,-1.5
-3.11,5.75,-0.53
-1.73,6.05,-0.27
-0.72,9.08,-0.93
-1.31,17.43,2.37
-2.83,14.02,2.3
-5.13,14.25,1.31
-4.33,11.11,-0.95
-2.6,3.15,-1.12
-1.57,0.89,-0.5
-1.18,0.69,-0.11
-1.76,4.6,-0.08
-3.41,18.24,-1.95
-2.79,7.01,-0.42
-1.23,10.88,-3.49
-1.95,11.65,-0.72
-1.33,7.31,0.11
-1.84,5.22,-0.69
-2.53,5.37,-0.89
-3.38,6.51,-0.34
-1.31,9.15,1.76
0.95,10.57,1.73
2.34,8.35,-0.76
1.5,5.83,-2.18
-5.28,12.76,-5.43
-10.57,13.8,-2.68
-8.35,7.27,13.59
-2.68,8.81,-0.08
-1.42,7.35,1.61
1.42,5.86,1.8
-1.54,16.66,-1.42
-3.49,19.7,-1.27
-3.41,11.75,1.33
-2.53,10.34,0.0
-1.08,5.56,-0.99
0.0,4.44,-1.12
0.04,2.53,-1.42
-8.47,13.76,-4.79
-9.08,12.6,4.1
-9.89,9.38,10.76
-4.02,13.14,4.02
-1.57,3.6,1.99
2.45,1.76,-2.26
0.19,15.21,-3.02
-2.18,17.58,-2.03
-1.8,9.53,1.33
0.5,6.78,0.04
4.33,10.04,-1.31
-2.18,4.86,0.3
-4.4,3.68,-2.87
-10.34,13.18,-2.56
-12.87,12.72,8.85
-6.24,10.46,5.71
1.57,7.59,3.26
2.75,6.13,-2.26
-1.73,15.32,-3.26
-5.01,19.57,-0.76
-1.61,7.74,-0.34
3.17,10.15,-0.72
0.53,6.24,-2.3
-1.5,3.34,-1.31
-7.27,5.71,-3.95
-13.1,13.8,-3.02
-9.92,11.73,1.84
-10.04,7.93,15.47
3.11,5.94,-0.5
1.92,11.56,-5.18
-1.12,19.04,-3.64
-0.65,18.89,-1.42
1.57,6.55,1.88
-0.04,6.74,-0.65
-1.73,4.71,-1.23
-1.69,1.95,-1.65
-4.75,3.87,-3.34
-11.65,16.7,-0.15
-9.19,6.13,11.95
-7.46,7.16,8.5
2.53,13.21,0.76
1.31,13.21,0.76
1.31,13.21,0.76
1.31,13.21,0.76
1.23,6.82,1.92
-2.53,3.79,0.04
-1.8,2.22,-1.08
-1.84,1.12,-1.76
-6.36,10.8,-4.14
-7.97,15.6,-0.61
-8.62,14.06,12.15
-1.31,15.09,5.75
-3.91,7.67,-5.56
-5.67,14.06,-5.01
-4.63,16.66,-1.99
-2.11,7.4,-0.61
-5.79,11.22,-1.12
-4.48,6.13,-0.95
-2.76,3.26,-0.11
-2.34,4.14,0.23
-1.31,11.07,-1.42
-0.84,16.55,3.21
-6.36,14.6,7.86
-1.73,12.79,4.48
-2.72,8.31,0.69
-3.99,4.56,-0.46
-3.26,1.92,-0.34
-2.07,0.38,0.34
-2.6,3.79,2.3
0.23,19.76,-0.76
-2.72,12.03,0.23
-2.45,3.99,-0.31
-4.33,8.77,-1.33
-5.22,6.78,-0.27
-6.24,7.7,-0.34
-4.21,7.16,-0.11
-2.79,9.23,-0.89
-1.54,8.85,-1.38
-0.95,11.18,-1.61
-0.42,13.63,-1.84
1.57,9.92,0.27
-1.46,10.53,3.64
-4.06,11.56,-0.08
-6.36,15.66,3.53
-2.49,6.32,-0.89
-1.33,3.83,-1.8
-2.37,1.57,-2.26
-1.92,-0.27,-1.08
-1.42,6.93,-0.15
-1.5,15.89,1.12
-1.95,6.28,7.4
-1.42,10.69,0.57
-3.3,19.0,-3.83
-4.63,14.29,-0.72
-3.38,6.28,-0.11
-0.46,9.23,2.37
-1.57,4.79,-1.46
-0.11,2.15,-1.54
-0.34,0.99,-2.37
-3.3,6.44,-4.14
-9.96,16.93,-4.63
-10.99,6.17,14.67
-3.26,7.7,3.49
2.3,4.6,-2.68
2.3,4.6,-2.68
-4.48,17.47,0.11
-2.53,6.59,2.18
0.19,8.69,0.53
-0.27,7.89,0.34
-1.54,2.64,-2.07
-1.23,2.26,-2.98
-3.95,3.21,-3.68
-7.82,15.98,-1.08
-11.8,12.98,11.22
-6.05,5.83,9.72
1.46,5.56,-1.14
4.21,19.42,-4.02
-6.63,19.34,0.5
-2.72,9.43,1.92
-0.89,8.08,1.08
-1.95,2.26,-2.26
-0.65,0.61,-2.37
-1.18,0.8,-2.91
-4.4,4.56,-3.95
-9.47,18.62,1.27
-7.67,9.58,16.02
-1.04,5.83,5.33
-0.76,3.95,-4.18
-6.44,19.72,-5.05
-1.65,10.23,2.18
-1.12,8.16,1.61
0.95,8.12,1.27
0.0,7.21,-1.65
0.38,4.06,-2.26
-0.99,1.92,-2.18
-4.52,4.99,-3.64
-9.28,18.09,2.22
-12.57,10.12,14.33
-7.44,9.77,4.14
-1.42,6.28,-0.65
1.33,4.86,-4.18
0.34,16.51,-2.87
-2.53,18.73,1.31
-3.45,7.59,4.18
0.61,7.21,-0.8
2.6,6.17,-1.95
2.96,5.56,-1.88
1.14,3.99,-2.41
-6.97,13.53,-5.86
-7.86,13.72,-0.84
