x-axis,y-axis,z-axis
-0.84,13.82,-3.83
-1.76,11.6,-1.53
-1.5,10.19,-1.88
-0.61,6.21,-2.56
1.61,6.09,-1.18
2.15,9.43,-1.08
2.34,10.69,0.27
3.79,7.97,0.04
4.52,11.56,-2.11
0.57,19.04,-5.24
-9.53,11.14,4.4
-2.98,6.66,-1.33
0.08,7.59,-1.08
2.45,6.21,0.15
3.99,7.74,-0.23
4.29,12.07,-4.29
2.15,6.47,0.46
-0.42,19.08,0.5
-1.46,15.28,-1.84
-1.65,11.65,-1.42
-1.76,11.8,-2.34
-1.76,11.8,-2.34
0.42,6.4,-1.99
2.11,7.89,-1.88
2.96,8.85,-1.38
3.83,9.51,-0.76
5.33,8.81,-0.15
2.6,17.5,-2.56
-6.89,15.89,-0.8
-4.1,6.7,0.42
-1.23,5.86,-0.99
3.6,8.5,-0.3
4.63,10.08,-0.99
3.64,8.28,-2.91
2.83,9.19,-0.5
-0.11,19.11,0.08
-0.89,14.98,-1.84
-1.69,11.99,-1.18
-1.69,12.11,-2.64
-0.95,6.13,-2.83
0.31,5.71,-1.04
1.69,5.94,-1.73
2.98,8.12,-0.53
3.26,11.5,-0.34
3.6,8.35,-0.53
2.49,10.34,-0.95
3.21,17.31,-4.79
-5.18,15.05,0.61
-3.41,5.52,1.65
-2.11,4.82,-1.65
2.68,7.97,-0.23
8.31,8.81,1.61
4.52,7.89,-3.36
1.23,6.02,-0.3
0.38,16.21,-1.04
-1.42,18.66,-2.22
-1.18,11.73,-0.27
-1.73,11.41,-1.57
-1.33,10.31,-3.06
0.04,7.63,-1.53
1.04,9.62,-1.38
2.11,8.2,-2.11
3.3,11.3,-0.61
4.63,8.54,1.08
5.24,10.5,3.49
2.18,14.25,-0.95
-2.26,19.53,-7.01
-3.87,14.29,-5.33
-2.45,5.05,2.79
-4.56,5.71,1.18
-3.91,4.99,-0.38
5.79,9.72,5.18
13.63,17.77,-5.52
0.34,5.71,-2.56
-1.23,16.09,-1.38
-0.27,12.98,4.33
-0.19,6.66,-1.73
-0.3,8.43,-3.36
-1.76,11.96,-5.2
0.04,7.12,-4.33
0.08,8.47,-3.02
-0.04,10.8,-2.18
2.03,11.6,3.76
3.38,11.6,2.64
2.64,11.56,-4.18
1.76,12.87,-2.11
4.48,9.47,-1.53
4.1,9.51,5.56
-2.68,18.77,-6.43
-3.41,14.44,-4.48
2.49,6.66,-0.08
-1.38,6.32,-1.8
-2.98,3.83,-2.83
-0.76,3.91,3.87
2.34,7.08,-2.37
3.02,8.54,-2.49
2.96,7.89,0.23
4.33,11.11,-1.5
2.45,10.5,0.42
-2.26,18.2,3.53
-2.14,14.18,-3.87
1.04,12.34,-3.3
2.76,13.59,-3.26
3.15,8.5,-2.07
3.76,6.21,-1.42
4.33,6.51,0.57
2.96,6.44,2.37
0.42,9.3,-0.72
2.03,11.22,-2.14
5.13,8.73,-5.48
5.86,13.59,-5.86
-8.88,17.62,10.27
-0.91,3.34,-2.07
-0.53,2.03,-4.56
1.33,9.81,-1.53
4.37,8.85,3.34
2.53,13.4,-3.02
1.18,8.5,-0.46
1.88,15.7,-1.14
-0.42,18.2,-2.14
-0.38,9.96,-0.91
-0.8,12.83,-2.11
-0.19,7.82,-2.37
0.23,4.1,-1.04
1.88,5.41,-1.12
3.06,8.31,-1.42
2.96,12.03,-1.5
3.83,8.62,-0.69
4.82,9.85,-0.42
3.72,16.86,-1.42
-4.25,17.31,-1.92
-5.33,8.31,-1.04
-4.14,4.06,-0.11
-3.21,2.79,2.91
4.52,9.47,0.69
4.06,12.68,-4.48
3.79,6.02,-1.18
2.26,18.47,0.57
-0.38,18.12,-1.38
1.18,12.49,-1.46
0.11,8.89,-2.22
1.04,7.82,-2.03
0.95,5.86,-1.57
1.61,3.38,-1.33
2.6,7.93,-1.23
4.71,11.11,-2.14
6.47,13.18,-1.76
1.14,18.92,2.26
-6.55,10.61,0.19
-5.37,6.97,-2.79
0.42,7.25,0.08
4.25,8.73,0.46
6.32,10.65,-3.45
4.29,10.84,-0.95
1.69,14.94,-0.69
1.76,14.71,-2.68
-0.34,14.94,-2.18
-0.65,11.07,-2.49
-0.42,6.32,-1.57
0.19,5.94,-1.57
1.31,5.71,-1.12
2.64,7.93,-0.38
2.96,10.0,0.53
6.85,10.73,-1.88
5.48,19.31,-5.63
-6.47,14.48,-0.72
-7.31,6.55,3.17
-1.61,4.86,0.84
3.76,9.58,0.15
6.59,9.58,-1.76
4.71,8.05,-3.36
4.14,10.76,-1.69
0.69,18.16,-1.27
0.57,12.03,-2.11
-2.26,13.1,0.08
-2.37,12.37,-2.98
-0.84,6.63,-2.72
0.65,6.78,-1.69
1.65,6.74,-1.73
2.72,9.11,-0.65
4.71,10.95,-2.34
7.08,10.19,-1.88
7.97,13.67,-3.36
-1.69,17.54,0.04
-7.63,12.95,1.42
-4.63,6.21,-0.34
-1.38,4.14,1.23
5.01,7.63,-0.53
4.63,10.95,-2.68
2.34,6.13,-0.76
1.33,14.71,-0.08
-0.53,18.39,-1.5
0.08,11.75,-1.38
-0.3,14.44,-2.79
0.5,8.62,-4.18
0.0,7.63,-1.18
0.95,8.5,-0.65
2.45,7.01,0.38
4.29,9.92,-0.91
5.86,8.16,-1.12
7.21,5.41,-0.23
4.67,14.25,-1.12
-0.27,19.57,-10.61
-6.51,15.24,-5.41
-5.33,7.78,0.8
-7.93,8.31,2.96
-7.78,3.3,3.41
5.67,9.89,5.24
13.25,14.79,-8.73
4.18,0.5,-5.48
2.53,16.86,-3.6
-4.94,13.48,5.56
-2.91,6.93,-5.75
-4.59,11.35,-5.24
-0.76,9.23,-3.53
2.34,7.97,-3.83
1.8,9.66,-3.3
0.69,13.59,7.5
2.37,10.12,0.08
5.24,10.34,-1.53
6.09,11.03,0.08
3.21,13.25,-1.14
0.31,15.85,-2.14
0.31,15.85,-2.14
-5.63,18.73,-7.65
-4.63,8.28,-3.17
-0.65,7.7,-0.53
-3.83,4.82,0.15
-3.57,2.6,0.76
-3.57,2.6,0.76
3.41,8.54,-2.75
4.1,8.77,-0.19
2.37,8.28,0.0
0.84,9.7,-1.92
1.31,17.88,-0.15
1.23,13.8,1.84
-3.53,9.53,-4.1
-1.61,11.8,-5.41
0.65,8.47,-2.18
4.56,7.74,-1.73
4.79,6.21,1.33
3.99,7.63,1.14
5.98,8.58,-2.49
5.56,13.25,-2.22
-3.68,16.74,-1.99
-7.65,11.5,-0.57
-4.29,7.97,0.08
3.57,9.62,0.89
7.08,8.73,-0.8
5.01,10.08,-2.26
2.22,7.63,-1.46
0.11,12.41,-1.23
-0.99,17.77,0.93
0.61,15.13,-3.15
-0.72,10.23,-1.38
-1.23,10.46,-2.56
-0.91,6.02,-1.73
0.23,3.57,-0.91
1.61,7.35,-1.46
3.15,10.57,-2.11
5.09,9.28,-1.88
6.28,10.76,-0.89
2.49,19.38,-2.03
-6.43,12.76,1.92
-4.37,5.56,-0.15
-2.75,3.95,-0.27
2.91,7.89,0.53
5.63,11.96,-2.37
3.06,4.56,-2.18
2.56,9.89,-0.76
1.99,19.34,-4.67
-0.11,9.34,0.0
-2.18,7.27,-0.38
-2.26,8.08,-1.95
-0.69,5.37,-2.3
2.64,6.21,-2.07
7.46,12.83,-3.83
6.82,19.27,-2.91
-5.82,9.19,4.99
-3.98,5.63,-0.61
-1.42,7.5,-0.91
5.01,10.34,-0.3
7.01,10.27,-1.95
5.79,8.16,-3.6
0.69,16.97,2.11
-2.91,16.25,-3.36
-3.45,10.0,-2.22
-2.83,9.66,-2.26
-1.5,7.27,-2.98
0.95,6.21,-1.5
3.79,7.63,-1.84
6.44,10.31,-2.03
7.93,7.93,-1.88
5.22,16.93,-3.3
-7.21,15.36,2.68
-5.48,6.17,0.84
-1.65,5.05,-0.3
6.59,12.95,-2.34
6.21,12.41,-3.17
