x-axis,y-axis,z-axis
-4.44,7.7,-1.27
-3.68,7.06,-2.14
-4.06,6.44,-1.5
-4.67,6.44,-2.3
-4.67,6.63,-3.17
-3.45,6.7,-1.73
-3.72,16.28,-3.41
-3.72,16.28,-3.41
-0.46,17.43,-6.4
-3.41,6.66,-1.76
1.12,8.54,-3.83
-0.53,7.93,-1.53
-1.23,6.05,-0.69
-1.92,10.65,-2.87
-2.26,8.73,-3.49
-2.64,6.02,0.46
-2.68,7.08,-1.76
-3.87,5.22,-2.45
-4.25,7.5,-3.17
-7.12,14.33,-0.19
-10.11,13.72,-3.21
-7.74,8.92,0.38
-6.43,9.96,-1.12
-2.53,8.35,-0.72
-4.52,7.4,-0.57
-5.98,6.47,-2.18
-3.76,7.89,-2.26
-3.21,8.2,-1.99
-3.98,7.35,-1.33
-4.02,6.17,-0.91
-3.95,6.51,-0.89
-4.67,8.08,-2.26
-3.57,5.71,-1.33
-4.06,15.32,-2.49
1.38,15.02,-2.07
-3.64,13.21,-3.76
-3.11,7.46,-0.91
0.69,7.59,-3.02
-0.38,9.08,-2.18
-1.5,6.24,-1.84
-1.99,9.53,-2.79
-1.73,8.24,-2.72
-2.6,5.18,-0.61
-2.37,6.63,-1.73
-1.42,7.44,-3.41
-3.95,11.41,-3.26
-12.34,12.53,-0.89
-5.82,10.19,-0.57
-4.44,11.22,-0.8
-5.79,7.7,-1.23
-3.41,6.93,-2.18
-4.06,7.89,-1.38
-3.79,7.55,-2.03
-4.37,8.16,-1.92
-4.18,7.27,-1.12
-4.4,5.79,-0.5
-2.87,6.85,-1.53
-3.91,7.31,-2.49
-3.06,6.7,-1.84
-3.83,14.67,-4.67
-2.6,12.57,-5.13
-0.8,12.64,-2.34
-2.49,6.93,-3.11
-0.3,9.66,-3.87
-1.69,6.93,-2.79
-1.65,8.24,-1.84
-0.38,8.54,-1.69
-1.84,6.78,0.11
-2.87,7.82,-1.42
-3.36,6.89,-2.75
-2.07,7.97,-2.26
-12.79,12.22,-0.04
-8.16,16.04,-3.83
-4.52,8.16,0.08
-5.09,9.72,-1.38
-3.36,7.5,-1.92
-2.87,7.27,-1.69
-4.25,6.97,-1.69
-4.4,7.46,-2.68
-3.45,6.09,-0.19
-3.6,7.78,-2.03
-2.72,6.55,-1.88
-3.26,5.86,-1.65
-4.33,16.02,-3.57
-0.8,15.85,-4.75
-2.75,10.46,-1.88
-0.15,9.47,-2.87
-0.15,9.53,-3.91
-1.27,7.7,-3.15
-2.45,5.63,-2.75
-1.31,6.24,-2.79
-2.96,6.89,-3.91
-2.37,7.89,-4.06
-1.33,7.01,-3.83
-5.67,13.63,-4.33
-5.01,9.19,4.82
-11.84,14.82,-0.3
-2.49,9.15,1.23
-4.71,6.78,0.65
-4.9,6.78,0.65
-5.75,5.9,0.31
-5.75,6.55,-0.76
-6.59,9.47,-1.04
-5.43,10.08,0.11
-5.75,14.98,2.3
-0.15,11.37,2.68
0.46,18.09,-0.99
-4.44,7.97,1.08
-3.02,5.71,0.65
0.34,7.01,-2.41
-0.57,6.74,-2.3
-1.88,6.24,-2.6
-1.95,6.44,-4.33
-1.95,6.44,-4.33
-5.75,11.8,-7.08
0.04,14.9,-3.76
-0.95,9.11,-1.65
-5.48,7.12,2.83
-4.59,7.86,1.31
-1.61,10.31,0.69
-5.41,9.04,2.15
-6.4,7.78,1.5
-4.56,8.08,0.8
-4.14,8.58,0.23
-5.63,7.5,0.5
-5.05,7.89,0.23
-5.86,8.2,0.23
-4.79,9.72,0.08
-5.52,10.0,-0.11
-9.38,11.92,2.79
-1.95,9.85,2.49
0.72,12.26,-0.04
-3.83,10.53,2.03
-3.79,9.04,-0.89
-2.53,8.39,-1.27
-1.53,6.63,-1.99
-1.23,5.83,-2.41
-1.76,5.98,-2.68
-3.41,9.04,-6.09
-3.53,15.51,-6.85
-0.08,8.01,-0.76
-5.86,8.62,-0.42
-5.13,8.77,1.08
-3.34,8.28,0.46
-2.79,10.15,-0.15
-4.82,8.35,1.18
-5.33,7.82,0.61
-4.59,8.58,-0.08
-4.1,8.96,-0.34
-4.52,8.58,-0.04
-4.86,8.12,-0.3
-4.48,9.0,-0.89
-4.59,9.3,-0.72
-5.67,11.75,0.53
-2.64,9.53,0.08
-1.65,10.57,-0.72
-1.65,11.73,-0.65
-3.3,8.28,-0.23
-1.92,9.04,-1.61
-0.95,8.54,-1.92
-1.33,7.55,-1.61
-2.22,7.35,-2.3
-2.07,8.05,-1.92
-1.08,6.24,-2.11
-1.69,4.99,-1.27
-2.83,5.05,-2.07
-1.8,8.92,-3.17
-0.84,11.5,-3.83
-8.39,13.48,1.31
-7.86,13.99,-4.71
-4.71,8.05,2.22
-3.34,11.3,-0.34
-5.18,7.63,0.34
-3.95,7.08,-1.14
-4.44,7.08,-1.61
-3.79,7.12,-1.18
-4.02,6.13,-0.91
-3.3,6.13,-0.65
-3.64,7.59,-3.83
-2.79,7.4,-2.83
-5.98,12.98,-5.37
-2.37,17.24,-6.85
-1.08,9.85,-2.98
-1.33,10.31,-2.49
0.76,7.21,-2.03
-2.79,5.28,-1.92
-1.53,8.47,-2.03
-2.37,9.81,-3.53
-2.26,8.96,-1.88
-2.07,6.7,-1.12
-2.96,6.05,-2.72
-2.45,5.75,-1.76
-4.25,11.18,-4.63
-7.16,10.53,0.69
-9.08,11.92,-2.53
-7.86,10.04,-0.46
-5.67,9.81,-1.33
-3.87,7.12,-2.45
-3.45,7.16,-0.69
-2.07,7.25,-1.88
-4.18,7.67,-1.04
-4.21,6.32,-0.95
-3.21,9.04,-3.91
-3.49,6.47,-1.38
-4.29,14.33,-3.6
-1.95,9.51,-5.37
-5.05,15.13,-5.86
-2.6,8.66,-1.53
0.42,8.28,-1.84
-1.84,5.63,-3.68
-0.38,6.02,-0.34
-2.03,8.47,-3.83
-2.34,9.77,-1.65
-3.06,7.5,-1.99
-3.53,6.28,-1.88
-1.69,6.59,-3.68
-4.63,9.7,-4.21
-8.62,12.15,-2.41
-6.13,7.27,1.69
-5.56,11.75,0.04
-4.06,9.66,-0.76
-3.64,6.09,-2.07
-3.36,6.55,-1.23
-3.79,5.94,-1.27
-3.3,7.55,-1.73
-4.71,7.08,-2.3
-3.98,7.86,-2.56
-2.22,10.34,-2.53
-2.79,15.7,-4.48
-1.69,11.37,-4.9
-1.23,10.53,-3.49
-1.14,6.44,-1.99
0.31,7.93,-1.84
-2.75,10.31,-1.33
-2.22,12.22,-5.43
-0.69,8.31,-1.38
-2.98,6.63,-2.03
-1.42,5.9,-1.38
-2.22,7.21,-2.83
-0.69,9.08,-3.06
-1.38,7.59,-0.34
-7.25,8.54,-2.22
-12.03,14.63,-2.91
-3.11,7.74,0.46
-3.68,8.89,0.69
-7.01,9.47,-2.14
-2.79,4.94,-2.3
-3.83,7.35,-0.69
-2.75,5.79,-2.14
-3.21,7.67,-2.49
-4.52,6.17,-2.83
-3.02,9.85,-3.36
-1.73,15.36,-4.4
-1.99,13.4,-5.9
0.84,10.99,-1.65
-1.84,7.63,-2.98
0.84,8.28,-2.26
-1.12,6.97,-1.73
0.11,7.97,-2.11
-1.95,9.0,-3.76
-1.99,7.25,-1.8
-0.38,9.04,-1.88
-1.27,4.82,0.89
-11.73,12.03,-0.84
-3.3,12.83,-3.64
-8.85,13.8,-1.5
-3.3,7.4,-1.61
-2.98,7.46,-1.84
-4.48,4.48,-1.23
-4.56,6.74,-2.03
-4.52,5.98,-1.57
-5.24,6.02,-2.07
-3.26,13.8,-3.79
-2.45,12.37,-3.64
-4.29,16.09,-3.36
-0.91,10.42,-1.73
-1.27,8.47,-1.57
-0.46,8.5,-0.76
-1.04,7.63,-0.99
-0.89,10.8,-2.45
-1.38,10.46,-2.07
-1.38,8.2,-0.57
-0.99,7.74,-0.84
-1.53,7.44,-1.23
-0.99,8.35,-2.22
-0.23,8.16,-2.68
-0.69,7.82,-1.92
-5.71,8.28,3.06
-8.39,14.29,-6.85
-5.09,5.83,0.76
-2.6,9.3,0.0
-4.86,8.31,-0.19
-5.37,4.67,-1.76
-5.37,4.67,-1.76
-4.25,6.44,-1.84
-3.53,6.82,-2.53
