x-axis,y-axis,z-axis
5.94,7.16,-0.99
5.94,7.16,-0.99
2.41,2.15,-3.06
1.08,5.67,-1.23
3.95,18.31,0.91
8.69,16.97,-1.14
10.15,1.54,-1.08
1.73,2.56,-0.61
-0.5,5.79,-2.98
-1.08,10.61,-4.71
1.57,4.29,-1.38
8.47,5.33,2.49
14.37,8.62,-4.18
19.19,14.41,-3.57
8.73,6.66,-1.38
12.49,5.28,-2.49
3.83,4.67,-1.04
0.42,7.93,-1.57
-1.84,8.16,-1.69
11.56,8.58,-1.69
11.56,8.58,-1.69
11.56,8.58,-1.69
8.66,5.18,-0.57
10.11,2.96,0.23
10.0,2.26,0.0
2.14,5.05,0.34
1.42,11.84,-4.25
0.53,6.55,1.38
5.01,7.89,0.76
10.53,5.43,-0.95
10.34,2.49,-2.15
9.89,8.12,-0.15
8.16,6.4,-0.23
9.81,3.49,-0.34
3.36,3.3,-0.19
2.98,7.35,-1.88
0.84,10.53,-2.26
1.84,4.75,-0.42
3.98,4.75,-0.23
5.82,2.41,1.27
18.05,12.98,-2.83
7.74,3.3,0.23
8.08,2.37,1.84
4.44,5.75,4.02
2.56,10.61,-3.17
4.99,12.68,-2.96
6.78,10.8,-1.61
8.54,6.44,-0.38
9.0,5.22,-0.99
12.76,12.68,-3.02
10.08,11.07,-0.42
4.75,5.56,-0.27
7.7,3.68,-0.8
6.51,4.6,0.27
11.14,13.48,4.25
13.82,17.5,-0.65
3.45,9.19,-2.68
0.46,2.79,-1.23
-0.38,-0.53,-1.23
5.82,1.95,-4.56
16.4,7.21,-0.5
12.11,8.24,9.53
2.03,6.93,5.09
5.52,9.38,-1.14
2.68,12.68,-4.06
0.84,8.66,-3.41
1.38,4.71,-1.54
3.45,5.43,-1.69
5.71,7.55,-1.88
11.22,9.7,-1.33
9.43,7.59,-0.23
12.15,3.6,0.57
16.09,-4.14,3.72
12.72,11.69,-0.84
5.48,9.81,0.04
0.46,4.71,-0.04
-0.69,3.53,-0.99
1.33,5.52,-0.53
5.2,7.31,-1.8
4.82,5.13,1.33
