x-axis,y-axis,z-axis
-2.72,0.0,1.33
2.07,7.25,1.84
-1.8,17.54,-1.27
-5.09,11.14,1.08
-3.41,17.05,0.38
10.46,19.38,5.75
4.44,5.24,2.22
0.61,1.14,1.23
2.07,1.04,-1.38
-1.57,-1.76,0.23
1.73,13.18,-3.91
-2.56,20.04,9.53
5.24,18.58,10.46
0.69,13.99,2.6
-3.34,-1.76,-1.99
-2.15,-8.92,-2.45
-2.11,2.98,-0.23
0.11,14.82,5.98
-5.75,14.44,-6.51
2.72,8.66,2.75
7.01,20.04,7.25
4.25,13.67,2.72
0.0,8.05,2.68
6.02,0.65,-2.07
0.15,-2.64,0.5
-0.57,5.09,-5.24
-1.76,18.28,1.61
7.97,19.99,9.43
-0.11,10.76,4.44
-1.61,-4.52,-2.49
-2.98,-10.61,-4.44
-2.3,2.07,1.73
3.83,17.54,4.94
-3.3,15.4,-4.33
-1.92,1.23,5.13
1.57,17.05,9.89
2.41,10.53,0.19
-0.99,5.56,1.65
-3.83,2.03,1.38
4.59,-3.3,-1.04
1.27,2.26,-2.37
-1.8,16.25,-2.64
-8.16,19.7,2.37
3.68,16.82,6.47
-2.11,-0.61,-1.88
-0.93,-9.38,-2.72
-3.17,-7.31,-2.15
-0.08,17.2,6.36
-4.1,8.35,-6.44
2.14,14.9,4.67
-2.18,7.46,-1.18
4.4,11.99,4.52
2.07,6.59,0.57
-6.4,2.72,0.95
1.31,4.6,-1.33
1.61,0.15,-0.99
-0.15,13.48,-3.83
-7.12,20.04,5.18
4.29,20.04,10.46
3.36,0.8,-0.23
-1.27,-9.23,-3.79
-1.46,-8.62,-3.91
-3.21,-2.41,0.19
-2.53,15.83,-3.99
-1.69,0.23,4.29
-1.42,15.47,-2.76
4.63,19.08,9.89
0.53,6.02,1.42
-3.3,2.96,2.75
5.63,1.54,-1.04
0.69,-4.48,-0.84
0.84,18.16,-2.37
-7.89,20.04,4.82
6.66,20.04,9.19
1.04,11.18,4.59
-2.07,-13.02,-4.94
-3.15,-6.4,-2.72
-4.37,7.12,3.36
5.56,14.98,1.27
-7.16,12.49,-4.63
1.73,10.5,-5.33
-0.69,19.42,9.11
4.59,12.34,0.38
-0.42,6.89,1.92
6.51,-0.8,-0.69
1.92,-3.64,-1.04
-0.61,5.63,-3.83
-6.55,19.89,1.88
4.71,19.95,8.92
-1.27,12.6,5.86
-0.53,-5.6,-2.87
-3.17,-8.24,-4.67
-6.28,2.56,2.3
5.98,17.47,5.71
-4.79,14.06,-6.17
1.5,11.8,-4.14
6.4,19.0,10.08
1.73,9.19,0.46
-2.96,4.25,2.26
6.89,-0.91,-2.91
1.08,-3.11,-0.8
0.5,4.67,-4.6
-2.3,18.54,-1.88
-7.7,19.61,10.65
0.61,7.63,2.91
-3.26,-6.43,-4.9
-3.3,-9.81,-5.43
-4.33,-6.74,-1.54
-1.46,11.3,-0.19
-2.56,14.6,0.0
0.08,6.97,-1.76
0.89,18.31,6.24
7.21,15.17,4.67
2.45,8.28,0.38
-2.15,19.11,-3.57
-2.15,19.11,-3.57
-2.15,19.11,-3.57
-2.15,19.11,-3.57
-5.83,20.04,8.85
-0.04,8.73,4.4
-1.84,-5.98,-3.17
-2.64,-11.26,-6.4
-2.91,-7.44,-4.14
5.01,15.66,4.1
-8.92,9.53,-6.7
4.86,12.11,7.08
-0.11,6.32,-4.52
2.34,10.27,1.42
-0.95,5.52,1.18
-1.54,3.06,1.46
2.22,1.12,0.11
1.99,1.23,-1.5
-0.89,15.98,-5.01
-7.78,20.04,7.97
5.6,19.99,10.31
1.99,-2.79,-2.07
-2.79,-11.5,-5.13
-2.45,-7.59,-3.72
-6.59,2.26,1.88
-6.63,11.73,-7.12
2.49,10.84,6.47
1.92,9.38,-5.22
6.47,19.34,11.54
-4.56,6.82,1.53
-2.07,4.86,1.95
3.34,-1.31,0.23
3.11,-1.5,-0.23
3.45,19.72,-0.34
-9.28,19.53,6.21
7.89,19.34,8.85
-0.15,5.75,3.36
-2.45,-12.22,-7.25
-5.37,-4.9,1.12
-3.06,10.88,3.45
1.31,19.93,-3.06
-1.61,-3.76,8.31
3.41,9.43,-9.89
4.67,9.62,1.38
-0.93,4.71,0.72
-5.37,6.05,1.99
1.42,-1.69,-0.15
2.91,2.56,-2.11
3.26,16.59,-4.6
-12.41,20.04,5.37
4.59,9.89,4.79
-2.96,-3.3,-3.17
-3.72,-12.83,-6.63
-3.34,-8.81,-3.87
-3.34,5.28,4.21
-2.79,14.75,-1.69
-0.93,-2.6,4.82
4.48,14.94,-6.02
8.39,11.65,0.84
-4.29,5.75,1.08
-1.99,6.51,3.95
4.94,-3.57,-0.38
3.49,6.47,-3.76
-0.84,19.93,-0.99
-5.09,20.04,7.97
8.92,19.04,9.72
-3.95,-7.46,-3.99
-3.72,-10.57,-6.55
-3.64,-6.4,0.27
0.46,10.31,4.79
2.41,1.38,8.77
2.91,8.05,-8.77
3.06,19.93,8.73
4.56,9.7,0.53
-1.84,5.18,3.95
4.56,-0.91,-0.42
2.64,-2.6,-1.8
-5.43,19.93,-3.72
-7.08,20.04,7.25
11.03,17.69,9.11
0.5,3.41,2.98
-3.76,-10.92,-4.82
-4.14,-5.63,-0.53
0.99,10.88,4.02
3.17,10.65,-0.42
-8.62,13.87,-2.3
8.01,10.61,1.33
4.1,18.89,9.77
1.76,6.21,-0.93
-1.14,4.14,0.46
0.61,-1.8,-0.34
3.53,-3.53,-0.34
1.84,3.91,-4.63
-1.99,19.31,-3.99
8.43,19.57,10.53
-1.42,10.0,5.48
-0.99,-6.17,-2.76
-2.98,-12.37,-6.85
-4.52,3.91,3.57
7.97,16.4,1.61
-11.11,9.7,-6.13
7.21,7.27,4.52
4.94,8.47,-0.76
5.71,5.52,-1.33
-4.75,4.52,0.53
-3.6,6.55,2.56
5.71,-1.76,-1.14
6.24,10.46,-4.48
-8.92,20.04,-1.27
-0.76,19.72,7.16
7.46,18.54,9.81
-0.95,-10.15,-4.48
-5.09,-10.11,-7.31
-4.94,-6.59,-1.46
0.11,8.5,3.68
-5.48,14.33,1.23
5.94,6.13,-1.12
3.87,15.85,1.99
3.15,17.58,8.47
2.98,3.3,-1.73
1.42,7.59,4.18
6.74,-4.25,-0.46
4.67,-2.98,-0.61
0.08,13.14,-4.9
-11.56,19.65,-0.34
8.88,15.83,7.04
-1.99,-0.3,-0.69
-3.38,-11.99,-4.29
-4.79,-10.08,-7.27
6.13,18.96,3.72
-0.04,11.11,-0.89
0.69,0.5,4.75
6.43,15.4,-3.15
7.46,11.26,-0.38
-3.15,3.83,0.38
-3.02,7.63,3.68
5.48,-1.69,0.23
3.98,10.27,-6.05
-7.63,20.04,-1.69
2.98,19.23,7.65
6.7,15.32,8.08
-1.84,12.68,-8.24
-6.59,12.68,-8.24
-6.59,12.68,-8.24
-6.59,12.68,-8.24
-6.59,12.68,-8.24
3.45,5.56,-6.4
4.82,19.84,7.78
5.94,12.53,3.02
1.12,6.17,-0.11
2.64,3.02,0.95
5.28,-5.05,-1.46
4.1,-0.04,-0.99
0.65,14.21,-5.67
-6.24,18.92,8.43
3.64,16.86,7.78
-3.49,2.96,-0.61
-1.5,-13.78,-4.4
-4.6,-3.41,2.22
7.5,18.35,1.88
-6.78,18.12,-3.45
4.06,0.38,7.86
6.36,10.08,8.39
6.74,12.37,1.84
1.31,4.52,-0.38
-8.77,6.97,1.88
2.53,3.99,1.33
4.37,1.5,-3.34
-1.33,16.82,-1.08
-9.04,18.85,0.15
6.7,17.35,8.81
-0.8,2.26,2.18
-3.41,-8.77,-4.18
-5.05,-8.39,-5.33
-6.32,-2.87,1.14
-1.18,11.37,1.65
-1.08,-0.34,-2.03
6.59,16.17,1.14
6.7,16.25,7.08
-2.3,3.45,0.23
-4.86,8.66,3.21
3.87,0.93,0.91
2.18,4.44,-3.99
-0.61,18.73,-5.48
-7.31,19.08,2.64
6.51,19.34,9.66
-0.19,-0.72,0.91
-1.84,-11.11,-3.64
-5.13,-9.23,-4.48
-5.37,-4.44,0.57
4.86,14.06,-5.01
1.31,9.62,8.08
1.57,4.14,-6.66
5.82,19.72,6.74
4.1,13.02,1.84
-4.67,5.05,3.95
3.98,4.14,5.09
7.16,-6.02,-2.83
2.18,13.99,-2.98
-6.74,20.04,-2.91
4.86,20.04,6.66
8.77,18.54,9.08
0.08,-9.15,-4.02
-5.48,-12.72,-6.32
-3.91,-6.32,-2.96
-2.22,11.84,6.17
2.72,-3.02,7.35
-0.46,1.69,-7.74
2.91,19.84,5.24
0.08,13.18,3.02
7.93,1.65,1.31
2.49,5.41,3.72
3.36,-2.07,-0.95
2.79,-1.42,-2.83
3.45,20.04,-3.87
-0.57,18.28,4.14
7.21,19.65,9.81
-0.27,6.63,3.15
-5.83,-12.3,-6.05
-3.91,-5.86,0.42
2.53,12.6,3.83
-0.95,16.59,-1.95
3.76,8.01,5.86
2.56,19.34,3.79
4.1,13.53,3.68
2.18,9.72,-0.65
-4.18,4.48,3.64
1.38,-4.14,-2.49
1.76,-1.57,1.61
-0.5,11.56,-4.6
-1.38,20.04,-4.79
8.5,19.53,8.43
-0.8,6.02,2.07
-0.8,6.02,2.07
-5.9,-11.92,-6.28
-4.14,-6.32,-0.76
2.34,12.26,5.28
1.33,3.26,3.36
-2.49,4.63,-5.63
5.94,19.38,5.82
9.15,13.99,3.98
-4.94,4.63,3.53
4.14,2.56,1.61
4.44,-4.79,-2.3
0.27,5.41,-3.3
8.05,19.95,9.89
8.05,19.95,9.89
8.05,19.95,9.89
8.05,19.95,9.89
8.05,19.95,9.89
-2.37,-4.9,0.34
5.33,14.52,4.18
-6.51,19.65,-3.11
-1.65,-11.33,0.5
6.59,18.09,8.05
6.97,12.6,0.3
-3.26,5.56,3.76
-3.26,5.56,3.76
