x-axis,y-axis,z-axis
-4.06,-2.6,0.65
2.56,-2.91,2.64
-4.9,1.5,0.65
-3.34,12.49,-5.79
9.15,19.42,-15.89
8.96,14.48,-7.55
19.08,18.81,-11.88
17.24,8.81,14.18
7.67,-0.15,2.98
5.79,-7.25,5.33
3.68,1.61,-0.91
14.52,14.75,-7.35
17.5,19.53,-10.57
1.33,10.0,-4.56
2.56,2.03,-2.37
-4.4,-0.61,-1.27
0.72,-2.79,-1.42
-5.09,-3.72,3.45
-2.49,12.87,-3.6
8.16,19.57,-11.95
8.16,19.57,-11.95
12.91,19.46,-11.75
19.15,12.68,-2.45
14.06,3.34,14.52
10.0,-9.62,7.44
6.05,-0.89,2.15
14.98,14.44,-5.09
19.42,19.57,-18.05
1.08,14.9,-1.8
2.76,2.18,-3.87
-5.2,-0.5,-0.72
-0.04,-4.14,-1.23
-0.34,-0.19,4.1
-9.19,7.25,0.0
4.94,19.04,-8.01
9.53,19.11,-13.21
18.96,16.25,-11.18
18.35,10.84,13.1
9.47,-5.2,12.18
9.47,-6.13,3.17
5.33,2.45,0.53
16.78,14.02,-5.52
19.23,19.57,-18.47
-3.34,10.27,6.93
0.15,1.95,-0.46
-1.61,-2.6,3.41
3.45,-0.42,-5.05
-7.82,-0.69,0.27
-0.57,14.14,-2.18
14.41,19.53,-10.72
14.67,15.36,-8.31
19.57,11.69,-8.5
15.21,1.84,17.12
10.08,-8.01,10.65
7.93,-2.22,1.31
11.84,10.0,-3.21
19.57,19.57,-15.66
1.23,17.67,1.12
-2.07,4.82,-3.02
-4.18,0.53,3.15
3.21,-5.2,0.65
-1.76,0.89,-2.83
-1.27,6.93,-1.04
11.92,19.57,-7.25
10.12,15.6,-12.15
17.58,14.33,-9.43
15.05,10.88,13.29
10.65,-3.53,10.08
11.22,-7.44,6.28
12.45,9.96,-2.87
19.57,19.57,-14.67
0.69,3.3,-4.37
0.69,3.3,-4.37
-4.56,0.15,4.67
5.83,-9.53,1.54
2.22,2.15,-5.52
2.37,12.76,-2.3
6.47,17.69,-7.4
9.62,13.57,-10.08
17.27,14.86,-4.56
10.88,7.35,16.7
11.54,-3.87,9.11
8.08,-3.95,4.86
14.02,13.1,-2.96
18.24,19.57,-16.02
-4.82,11.99,6.66
0.99,3.26,-3.3
-6.82,-2.26,7.7
13.82,-10.99,-0.15
0.19,9.28,-4.4
2.83,18.31,-2.83
3.38,15.17,-4.71
10.23,15.47,-7.65
16.55,15.79,-8.81
15.02,6.97,7.27
13.82,-4.48,11.96
9.15,-3.3,5.67
10.08,11.69,-2.68
19.57,19.57,-13.48
1.69,17.69,0.53
0.38,5.37,-4.4
-2.87,2.72,-0.65
0.89,-9.04,6.02
6.13,-3.41,-0.61
0.0,9.81,-2.22
0.0,9.81,-2.22
6.55,19.57,-6.09
4.67,12.45,-7.21
13.57,16.74,-9.11
14.29,13.21,2.91
14.6,1.73,15.79
14.82,-8.2,7.89
10.23,6.59,-1.53
19.08,19.34,-8.24
9.85,19.38,-10.46
-4.06,8.89,-1.46
-2.11,4.82,-2.6
-5.28,-6.05,10.04
6.24,-8.16,0.95
-0.3,5.28,-4.37
8.77,17.58,-4.56
3.72,15.66,-6.28
9.85,12.03,-7.93
16.32,14.56,0.93
13.14,1.5,16.4
12.11,-7.82,7.74
9.11,8.66,-1.5
18.24,19.04,-7.08
10.76,19.42,-17.08
-2.03,8.92,4.02
0.04,3.45,0.69
4.06,-5.43,4.29
2.11,-1.88,-3.79
-0.84,8.54,-1.5
6.09,19.57,-5.56
2.98,12.18,-3.41
15.64,15.83,-11.33
15.64,15.83,-11.33
15.64,15.83,-11.33
15.09,-0.84,17.92
12.45,-6.59,6.36
8.08,8.12,-2.72
18.77,19.19,-6.55
14.1,19.57,-18.47
-5.37,8.58,6.89
-0.42,3.11,-3.15
-7.89,-5.94,8.54
12.03,-6.36,1.27
0.95,3.34,-3.64
6.13,16.51,-3.21
2.68,17.35,-6.32
4.75,10.99,-5.63
13.99,16.97,-7.4
18.62,10.04,6.93
12.87,-4.63,13.14
9.0,-4.67,2.72
9.85,9.3,-2.49
19.46,19.5,-8.27
4.67,17.82,-9.11
-0.8,4.99,0.5
-1.18,3.38,-0.08
0.99,-5.43,4.79
4.21,-3.53,-1.73
3.68,8.81,-2.79
6.47,19.57,-5.33
4.82,11.8,-2.34
10.84,12.72,-10.61
15.94,13.67,-3.83
15.02,2.72,17.88
13.33,-5.98,5.75
10.34,1.12,-0.19
16.7,17.54,-4.9
15.89,19.57,-15.75
-6.28,9.62,5.13
-1.8,3.95,-1.65
-2.41,-2.75,8.28
10.8,-6.59,-0.11
6.44,12.45,-4.14
3.26,19.27,-2.68
3.3,12.34,-5.75
10.84,16.32,-9.47
18.5,14.41,0.11
15.55,-0.89,12.95
11.26,-6.4,4.82
9.58,5.01,-0.8
18.09,18.58,-5.82
14.75,19.38,-17.92
-3.15,8.58,6.66
-1.8,4.1,-1.65
-4.9,-3.49,2.3
9.04,-8.16,4.63
3.72,8.05,-1.99
1.73,19.53,-4.44
1.73,16.09,-1.23
10.8,15.43,-9.81
18.16,15.32,-7.78
18.16,15.32,-7.78
16.59,7.93,5.79
14.29,-6.43,8.08
7.12,3.15,0.15
14.75,14.41,-3.34
19.04,19.57,-13.82
-2.34,14.63,2.22
0.8,3.53,-0.5
-7.08,0.08,4.71
7.44,-6.93,-2.41
2.18,-0.5,-1.14
5.67,18.43,-4.86
4.29,16.82,-3.87
7.7,11.96,-8.69
14.67,14.29,-7.4
15.6,8.66,10.23
12.57,-4.37,13.06
9.66,-2.34,3.34
14.33,12.18,-3.21
19.53,19.57,-12.3
-0.38,14.63,-5.94
-0.61,2.6,2.34
-5.75,2.76,1.61
-2.41,-3.41,1.14
-3.53,-1.84,2.87
19.0,19.5,-10.15
-0.95,12.68,2.07
5.09,9.15,-9.15
17.47,17.12,-10.42
18.7,9.28,1.31
13.59,-2.83,17.01
10.53,-7.63,4.86
9.38,8.35,-0.38
18.58,19.42,-5.82
9.77,19.04,-11.14
0.69,7.46,1.61
0.04,3.6,-2.26
-5.56,-1.92,7.7
-5.56,-1.92,7.7
6.93,-7.7,0.38
2.41,15.51,-4.18
6.7,19.42,-6.43
1.23,9.51,-2.3
6.89,13.44,-8.77
16.51,14.94,-9.38
18.81,9.28,-3.68
17.05,-7.12,18.24
11.84,0.0,-0.11
17.54,18.05,-6.97
15.98,19.57,-14.63
-6.82,12.15,3.38
-1.18,4.82,-1.53
-10.53,-1.69,3.6
5.94,-10.69,1.5
4.99,5.67,-2.18
10.8,19.53,-8.85
1.92,13.48,-2.41
4.99,9.04,-6.66
12.76,15.85,-7.21
16.21,9.19,0.95
14.18,-3.91,15.02
8.66,-3.95,1.92
8.73,8.81,-3.87
19.5,19.38,-10.42
5.22,16.4,-5.18
-0.23,5.41,1.31
-1.95,3.53,-0.08
-0.27,-7.25,4.94
3.57,-2.41,-1.61
9.72,18.28,-4.14
2.56,16.25,-4.9
4.75,10.46,-5.82
10.0,14.25,-7.16
12.22,11.3,1.08
11.92,3.57,15.24
12.79,-6.55,6.74
10.12,2.98,-0.46
17.69,18.66,-4.56
16.36,19.57,-16.32
2.49,8.89,4.33
0.5,4.79,-0.69
-5.56,-2.34,2.72
0.27,-3.95,-1.65
-6.4,2.22,2.34
6.78,18.54,-7.01
9.47,16.47,-3.98
9.38,10.69,-4.67
18.58,13.29,-10.46
16.32,8.85,4.33
11.37,-0.95,16.21
12.98,-8.58,7.59
7.21,5.37,-0.27
16.82,18.96,-4.82
