x-axis,y-axis,z-axis
0.0,0.0,0.0
4.21,7.97,-2.070293
4.21,7.97,-2.070293
0.95,8.47,0.6537767
0.95,8.47,0.6537767
0.95,8.47,0.6537767
4.21,15.79,0.9942854
1.65,13.53,-0.6946377
-2.34,13.48,1.4573772
-0.76,10.27,-0.84446156
5.63,17.77,-3.636633
11.07,14.63,0.46309182
2.07,5.48,-3.486809
1.27,4.67,-2.7240696
4.21,3.17,-3.486809
5.56,2.26,-3.8273177
6.24,6.51,1.4982382
2.6,19.0,3.0645783
0.76,11.11,1.6480621
6.09,16.04,-2.1383946
3.45,3.72,-2.1792557
6.28,5.63,-1.7570249
5.37,8.89,-2.3018389
2.91,6.32,-1.607201
2.91,9.04,-1.0351465
1.46,10.38,0.3405087
2.45,10.76,3.1463003
3.64,13.59,-1.334794
-0.42,15.75,-2.2201166
-1.14,13.48,3.173541
-0.27,10.42,-0.95342433
4.86,17.12,-3.486809
11.41,16.7,1.2666923
3.99,5.98,-2.9556155
1.38,4.33,-2.6014864
2.87,2.15,-3.214402
5.41,1.12,-2.7921712
5.28,2.96,-4.2495484
-0.61,19.57,8.240311
2.91,13.06,4.372132
7.46,14.75,-2.4925237
2.68,2.37,-2.6832085
5.71,4.67,-1.7570249
6.4,10.73,-2.1792557
3.41,6.59,-2.1111538
2.98,9.23,-1.2258313
2.98,9.23,-1.2258313
2.15,11.41,4.399372
2.15,11.41,4.399372
0.99,14.44,-3.214402
-3.76,14.14,2.6014864
-1.31,10.04,-1.1441092
4.14,18.31,-1.4982382
14.86,19.0,-1.6889231
8.39,6.74,-2.1792557
2.34,2.37,-2.9147544
2.11,2.76,-3.1463003
4.18,0.72,-3.8681788
3.49,2.49,-5.407278
3.83,16.66,9.847511
1.69,10.88,4.2495484
7.46,17.24,-3.6774938
3.49,7.4,-2.070293
4.02,2.87,-2.7513103
7.08,11.65,-3.9771416
4.29,7.35,-2.2609777
2.45,6.93,-0.9942854
2.64,9.51,0.53119355
0.72,12.34,1.7570249
4.52,11.92,2.8330324
0.04,16.13,-5.243834
-2.34,15.79,3.486809
-2.11,9.77,0.23154591
3.06,16.13,-0.19068487
14.18,19.0,-1.0760075
7.01,6.85,-2.4516625
1.88,3.53,-2.8330324
2.34,2.22,-3.2961242
4.4,0.0,-3.173541
3.87,1.84,-6.0474343
1.65,17.88,9.697687
1.65,13.53,3.9499009
7.08,16.74,0.42223078
3.76,2.83,-3.9499009
5.48,3.95,-3.0645783
7.5,10.8,-3.2961242
3.72,6.32,-1.9477097
2.41,7.86,-0.88532263
1.84,10.04,1.3075534
1.65,12.98,3.1463003
3.68,13.02,-0.42223078
-0.91,16.97,-2.8330324
-1.53,13.44,3.214402
-0.5,9.47,-0.6537767
5.71,17.82,-3.7864566
11.69,16.28,0.6946377
3.3,4.18,-3.8681788
1.33,3.6,-1.920469
3.91,2.53,-4.140586
6.66,2.91,-3.8681788
7.97,4.29,0.84446156
0.89,19.53,7.273266
5.94,17.05,2.7921712
5.6,12.22,-2.4516625
1.42,-0.15,-3.0645783
2.83,1.8,-2.2609777
9.3,13.21,-2.2201166
2.91,5.6,-0.9125633
2.07,8.96,-2.6014864
1.33,14.29,2.6423476
2.6,13.33,0.9942854
-3.34,15.85,-1.4982382
-4.79,13.87,0.7627395
-0.23,14.41,0.08172209
11.37,19.57,-4.2086873
15.85,13.87,2.9147544
3.45,2.41,-6.782933
-0.91,2.34,-0.6946377
1.04,2.37,-4.9850473
6.44,0.76,-6.0474343
3.41,6.97,8.349273
3.64,19.04,8.730643
9.77,18.28,0.88532263
3.6,5.18,-5.407278
0.99,-0.11,-2.1792557
5.63,6.32,-3.445948
8.24,13.91,-0.88532263
2.26,5.75,-0.9942854
1.5,15.75,-1.1849703
0.69,15.75,-1.1849703
-0.84,15.75,4.2904096
-0.84,15.75,4.2904096
-4.52,12.76,0.6946377
-0.61,13.99,-0.7627395
10.8,19.57,-4.5900574
15.4,12.91,2.4108016
3.64,2.87,-4.5628166
-0.72,2.53,-2.9556155
3.45,0.72,-4.3312707
6.63,-1.31,-5.6660647
0.61,10.53,10.18802
3.17,18.2,6.973618
6.63,16.93,0.3405087
3.49,7.63,-5.325556
2.15,1.23,-3.1463003
8.81,10.38,-3.5276701
8.81,10.38,-3.5276701
2.11,5.98,-1.4165162
1.92,8.39,-0.14982383
0.15,10.84,1.3075534
1.5,13.14,0.53119355
0.11,15.43,-1.9477097
-2.75,15.36,1.4573772
-1.69,10.31,0.7218784
0.69,14.6,-2.3426998
11.14,19.57,-2.1383946
10.5,9.53,0.23154591
1.31,3.11,-3.255263
1.92,2.53,-2.8330324
4.4,1.23,-3.173541
4.82,1.8,-5.175732
3.26,10.15,5.47538
2.26,18.43,2.3426998
4.52,14.1,-3.336985
4.1,10.76,0.6946377
3.49,1.38,-2.2201166
7.35,8.5,-2.6014864
5.28,9.0,-3.405087
2.96,5.9,-1.1168685
2.72,8.58,-0.38136974
1.27,12.03,-0.08172209
1.08,14.48,0.42223078
-0.3,15.24,-1.3756552
-3.34,14.02,3.173541
-1.14,9.53,-0.10896278
2.37,17.16,-2.1792557
14.37,19.5,0.19068487
8.62,7.31,-1.920469
0.57,2.87,-2.6423476
1.99,2.07,-3.173541
4.33,0.69,-3.3642259
5.18,0.46,-4.2495484
-0.76,14.37,9.507003
6.47,16.82,6.1700177
7.86,17.08,-4.5900574
2.15,2.11,-3.0645783
1.73,2.26,-2.6832085
9.66,16.59,-2.6832085
3.21,6.36,-1.4165162
1.38,2.87,-0.9942854
2.41,9.77,-0.0
2.34,14.6,0.92618364
3.17,14.18,0.88532263
-2.41,16.59,-2.3018389
-3.45,13.8,1.1849703
-2.03,10.23,0.08172209
6.17,19.11,-2.8330324
16.78,16.89,1.7297841
4.06,3.57,-3.718355
0.8,2.64,-2.2609777
2.22,-0.04,-3.8273177
4.37,-0.34,-3.9090397
2.18,5.22,-0.38136974
4.21,19.34,8.049625
11.5,17.69,1.3756552
4.25,5.28,-5.5571017
1.61,1.18,-3.0237172
7.82,12.07,-3.8681788
5.09,9.96,-2.0294318
1.38,3.49,-0.38136974
2.37,8.31,-1.2258313
1.99,12.95,0.50395286
3.11,13.95,5.2165933
-0.53,15.4,-4.4810944
-4.82,16.4,1.4982382
-2.64,10.95,-0.10896278
3.91,18.24,-0.95342433
16.86,18.7,-0.5720546
7.08,5.67,-3.5276701
1.33,2.45,-2.4108016
2.22,2.22,-3.405087
4.86,0.72,-3.759216
3.64,1.27,-6.0201936
2.22,14.06,8.349273
3.68,18.58,4.5628166
6.78,16.66,-0.38136974
3.3,1.31,-4.372132
2.68,0.72,-2.982856
10.27,11.5,-4.099725
5.05,8.2,-1.2666923
2.64,6.7,-0.53119355
2.64,6.7,-0.53119355
0.69,14.75,0.92618364
0.08,13.18,1.1168685
-1.61,15.4,-1.4982382
-2.64,14.14,1.607201
-0.5,10.76,0.19068487
6.59,18.81,-2.4925237
15.6,17.08,0.61291564
5.6,4.02,-3.3642259
0.69,3.26,-1.7297841
3.15,2.07,-2.8738933
4.94,1.54,-3.9499009
3.17,2.91,-5.434519
1.54,17.16,9.00305
-0.42,12.3,4.5628166
8.89,17.92,-3.5957718
3.21,3.76,-2.982856
4.4,3.53,-2.4516625
7.63,11.65,-2.6014864
3.72,5.86,-2.1383946
2.79,7.01,-0.6537767
1.69,13.02,0.14982383
1.69,13.02,0.14982383
0.8,13.44,2.5333846
0.8,13.44,2.5333846
-2.34,14.25,2.3426998
-0.84,9.92,0.23154591
4.52,17.86,-1.2666923
14.41,18.12,-0.040861044
6.09,5.9,-3.255263
0.42,3.87,-1.334794
2.37,2.87,-2.7240696
4.4,1.88,-3.9499009
4.4,1.88,-3.9499009
1.8,15.02,9.084772
1.18,14.67,4.671779
8.2,16.09,-2.070293
2.83,6.59,-2.6832085
2.6,2.68,-2.1111538
6.55,12.64,-1.879608
3.34,7.21,-2.4108016
3.34,7.21,-2.4108016
2.56,8.05,-0.27240697
2.26,10.95,-1.0351465
3.11,11.96,4.2495484
1.18,14.21,-1.9885708
-1.92,15.66,-0.38136974
-2.07,10.8,2.3426998
0.08,11.18,-0.23154591
9.51,19.5,-2.4108016
10.99,12.26,0.040861044
10.99,12.26,0.040861044
1.08,3.87,-2.4925237
4.06,1.88,-2.982856
5.24,1.54,-4.5628166
2.49,8.58,3.8681788
-0.04,18.43,3.405087
3.91,12.34,-0.7218784
3.79,11.88,0.92618364
3.45,1.92,-2.2609777
7.59,7.31,-2.2201166
7.59,7.31,-2.2201166
2.83,6.32,-1.4573772
2.49,7.86,0.42223078
2.11,10.15,-0.19068487
3.21,12.53,3.718355
1.57,14.56,-2.5606253
-2.49,16.28,-0.6946377
-2.68,10.95,1.879608
-2.68,10.95,1.879608
9.28,19.53,-3.5957718
12.41,12.83,1.4573772
2.53,2.41,-3.255263
1.5,2.76,-1.56634
3.79,1.76,-3.255263
4.82,1.76,-4.671779
2.45,7.55,3.486809
2.45,7.55,3.486809
4.71,12.37,1.56634
4.75,11.92,-2.4108016
2.37,1.65,-1.920469
6.82,6.89,-2.0294318
5.75,11.22,-3.173541
2.6,6.13,-1.6480621
2.22,8.01,0.84446156
2.22,8.01,0.84446156
3.53,12.76,4.4810944
1.54,12.6,-4.3312707
-2.83,16.32,0.7218784
-3.21,12.79,1.56634
0.93,14.18,0.9942854
11.3,19.57,-2.5606253
10.84,10.27,-0.08172209
10.84,10.27,-0.08172209
1.27,3.72,-1.7570249
3.11,1.38,-3.336985
4.29,1.69,-4.671779
3.53,8.89,6.0474343
1.42,19.31,4.399372
1.42,19.31,4.399372
6.32,15.64,-1.334794
2.98,2.45,-1.9477097
6.66,5.41,-1.9885708
5.83,11.35,-3.2961242
2.96,6.32,-1.525479
2.18,7.27,-0.14982383
1.76,10.31,-0.7627395
1.76,10.31,-0.7627395
0.53,14.9,1.8387469
0.53,14.9,1.8387469
-2.96,11.69,1.4165162
0.84,13.1,1.2258313
12.15,19.53,-3.2961242
10.95,11.03,0.23154591
1.46,3.11,-2.1383946
0.69,4.14,-3.255263
2.91,2.41,-4.0180025
2.91,2.41,-4.0180025
3.17,8.66,10.18802
0.19,19.27,5.7886477
3.72,13.44,-1.7297841
3.53,12.3,0.53119355
3.02,1.12,-2.4108016
3.02,1.12,-2.4108016
6.28,10.12,-3.0645783
2.56,6.24,-1.7297841
2.56,6.24,-1.7297841
1.46,10.04,1.3075534
0.76,11.8,-0.5720546
1.65,13.38,4.2904096
0.19,14.14,-3.5957718
-2.26,14.86,0.3405087
-1.8,10.0,1.4573772
1.69,14.82,-1.0351465
11.84,19.53,-2.1111538
9.51,9.0,-0.5720546
0.99,3.34,-2.3699405
1.42,3.87,-2.982856
6.05,1.33,-3.9499009
5.56,0.23,-4.0588636
2.45,13.33,11.727119
-3.49,17.05,4.0588636
3.49,11.65,4.0588636
3.49,11.65,4.0588636
4.6,1.57,-3.1054392
8.35,8.12,-4.2086873
4.75,7.74,-2.5606253
3.21,6.55,-0.88532263
2.76,9.19,-0.8036005
1.5,13.8,2.8330324
2.15,12.64,1.7297841
-0.61,15.17,-4.8216033
-2.96,14.75,3.5276701
-1.69,9.11,-0.23154591
3.26,16.59,-0.19068487
13.48,18.35,-0.88532263
5.01,4.48,-2.1111538
1.31,3.15,-1.3756552
3.26,1.61,-2.7921712
5.18,1.23,-3.568531
4.94,4.52,-4.7126403
0.84,19.57,8.499097
-0.46,9.3,1.6480621
6.97,17.31,-2.1111538
3.87,3.26,-0.3405087
6.55,4.79,-2.1111538
5.67,10.69,-3.1054392
3.64,5.86,-1.920469
2.91,7.63,-1.1441092
1.69,9.92,-0.3405087
1.14,13.02,-0.19068487
1.08,15.13,1.920469
-2.11,14.44,-0.0
-1.53,13.33,2.3426998
0.19,11.8,-0.8036005
9.11,19.31,-2.5333846
13.38,13.91,1.1441092
2.91,3.26,-3.1054392
0.31,3.41,-2.2201166
3.06,2.11,-3.486809
6.09,1.65,-4.1814466
2.98,5.13,0.19068487
2.15,19.53,5.325556
3.3,14.25,1.7570249
3.91,11.26,-2.4108016
1.95,0.72,-1.7297841
5.43,4.9,-2.1111538
7.89,13.67,-2.3699405
3.06,5.67,-1.8387469
2.34,7.86,-0.040861044
1.69,10.23,-0.14982383
2.41,13.14,1.4165162
2.18,13.02,-0.46309182
-2.22,15.02,-1.2666923
-2.45,12.15,2.152015
0.46,12.22,1.334794
10.23,19.5,-2.7921712
12.07,12.49,1.2666923
2.37,2.64,-3.9499009
1.18,3.64,-1.1168685
3.6,2.3,-3.0645783
5.01,1.46,-4.1814466
2.07,6.89,3.990762
1.54,19.57,6.2108784
3.17,10.08,3.214402
6.28,14.52,-4.5219555
2.22,2.91,-1.879608
6.63,6.97,-1.9885708
6.09,11.73,-2.9147544
2.83,5.9,-1.7570249
2.87,7.89,0.3405087
2.18,8.43,-0.8036005
2.34,13.1,-1.1168685
2.83,12.3,3.759216
-0.42,13.8,-4.7126403
-2.75,15.09,2.6014864
-0.95,9.89,1.3075534
5.37,17.27,-0.27240697
13.99,17.54,0.10896278
5.43,4.9,-3.486809
0.5,4.48,-0.6537767
3.06,3.79,-2.6832085
5.37,1.95,-3.1463003
4.52,1.54,-2.9556155
1.04,15.4,11.141444
-2.11,16.21,5.597963
8.2,17.58,-3.8681788
2.79,3.57,0.14982383
3.76,1.99,-1.56634
9.08,13.44,-3.5957718
3.91,6.78,-3.0237172
2.41,6.82,-0.53119355
1.95,9.62,0.23154591
2.03,11.69,-0.88532263
