x-axis,y-axis,z-axis
3.79,9.0,-1.525479
4.67,11.41,-2.6014864
4.94,7.06,-0.9942854
5.6,7.01,0.08172209
6.32,7.12,-0.10896278
5.71,6.17,0.5720546
5.05,5.43,1.56634
7.08,5.22,2.6832085
6.51,4.79,0.84446156
9.81,4.29,2.7649305
15.17,5.05,0.42223078
10.38,14.21,-1.9885708
7.21,19.57,3.3778462
3.64,12.22,-0.29964766
3.38,7.86,-0.8036005
3.38,5.41,-0.0
1.46,4.71,-0.10896278
-1.23,3.95,0.19068487
-1.23,3.95,0.19068487
19.34,6.7,-0.88532263
19.53,7.35,1.7570249
3.11,11.5,8.158588
5.43,11.11,-5.175732
4.21,12.49,-5.407278
5.79,8.39,-1.4982382
5.22,7.31,-0.8036005
5.75,6.66,-0.0
4.86,5.67,0.040861044
4.75,5.18,4.8216033
6.44,5.24,0.88532263
8.39,5.48,-1.0760075
14.86,5.24,5.09401
16.97,3.41,-0.23154591
16.97,3.41,-0.23154591
8.69,19.15,2.6832085
2.3,11.03,-1.8387469
3.21,2.91,-0.6537767
1.08,3.99,-0.6946377
1.08,3.99,-0.6946377
-3.41,5.01,0.84446156
14.37,5.41,3.405087
15.55,4.52,-3.9499009
10.53,14.1,4.862464
4.14,10.65,-1.2258313
5.86,11.92,-3.8273177
4.33,8.28,-2.2609777
4.86,6.05,-1.1849703
5.67,5.63,-1.525479
6.74,6.17,-1.6480621
6.74,6.78,0.19068487
8.01,7.5,5.7477865
10.19,5.48,-0.38136974
13.57,6.93,1.0760075
15.13,2.64,3.990762
11.92,12.34,-2.1383946
9.81,19.53,-2.3699405
2.45,14.48,-0.5720546
4.86,2.41,-0.53119355
4.86,2.41,-0.53119355
-1.46,5.52,-1.56634
-4.59,3.53,0.6537767
8.5,4.18,6.4424243
18.81,8.73,-10.800936
3.21,9.58,4.7126403
8.62,12.45,2.4108016
6.85,9.0,-3.173541
4.94,8.47,-2.3426998
6.05,6.63,-1.4573772
4.56,4.29,-1.1441092
7.46,6.24,-1.2258313
5.67,7.31,3.486809
5.67,7.31,3.486809
8.12,7.55,-0.19068487
10.31,7.21,1.8387469
13.18,7.21,0.10896278
14.52,2.76,4.0180025
9.23,11.03,-1.7570249
8.08,16.89,-5.325556
5.43,11.26,1.1168685
5.79,3.45,-1.920469
1.73,5.75,-0.6537767
0.19,6.89,-1.6480621
-3.41,6.59,-0.46309182
0.8,6.32,6.4424243
19.46,8.08,-11.223166
8.66,3.3,0.08172209
11.69,13.14,5.134871
6.74,8.69,-0.88532263
4.44,6.63,-3.0645783
6.66,10.5,-2.4925237
3.34,5.86,-1.4982382
3.34,5.86,-1.4982382
4.18,6.24,-1.879608
8.28,6.89,10.651112
10.38,6.28,-0.3405087
12.11,4.75,4.9850473
16.63,4.75,0.92618364
12.34,10.53,-3.9771416
8.5,16.04,-6.3198414
4.86,10.19,-3.568531
6.36,4.29,-0.3405087
2.64,7.01,-0.9942854
-0.76,7.46,-0.95342433
-4.25,6.44,1.1849703
5.79,5.86,10.119919
19.53,10.53,-13.947236
15.13,4.99,0.61291564
5.37,9.7,10.147159
6.47,10.31,-4.5900574
4.71,10.04,-2.982856
3.76,7.06,-2.2609777
2.96,6.7,-2.2609777
5.01,6.7,-1.2258313
6.21,6.44,-0.53119355
8.96,4.48,7.246025
8.89,5.24,-2.070293
13.4,4.37,3.568531
15.21,3.34,1.334794
15.21,3.34,1.334794
12.68,18.28,-2.1111538
3.49,12.98,2.8330324
3.3,6.47,-3.568531
3.45,3.41,0.27240697
0.34,5.6,-1.334794
-2.26,5.98,-0.5720546
2.56,6.28,6.782933
19.31,9.04,-15.091345
17.27,5.75,4.1814466
5.9,8.73,6.851035
8.28,12.57,-6.1291566
4.14,12.03,-3.405087
3.99,7.25,-1.334794
3.26,5.9,-1.2258313
5.28,6.36,-0.9125633
6.47,5.48,-0.88532263
11.07,4.67,9.043911
9.28,4.67,-1.334794
14.71,4.79,0.7627395
14.71,4.79,0.7627395
13.33,13.59,-2.1111538
8.89,19.38,2.7921712
3.72,10.95,-1.0351465
1.31,4.4,-4.7535014
3.53,2.15,1.6480621
1.69,5.83,-1.56634
-2.03,5.71,0.50395286
10.69,6.47,8.308413
19.11,5.63,-7.7363577
4.63,2.53,-1.8387469
13.87,12.64,6.891896
6.93,7.46,-3.8273177
6.4,9.28,-2.7513103
6.32,9.28,-2.9147544
2.68,3.95,-0.9942854
5.05,5.43,-1.56634
6.09,6.05,-1.3075534
7.5,5.67,-0.19068487
14.6,5.01,8.921328
11.92,5.48,-3.214402
18.47,0.15,5.7477865
12.83,9.34,-2.070293
13.63,19.34,-3.173541
2.18,13.18,2.4108016
3.87,3.11,-2.6423476
2.79,2.91,0.14982383
-0.08,5.41,-1.1441092
-3.3,5.22,-0.42223078
9.3,5.9,7.246025
19.34,4.82,-8.689782
8.24,7.46,4.630918
9.72,12.34,4.0588636
6.13,9.23,-3.8273177
5.48,12.03,-3.486809
4.21,6.82,-2.4925237
3.21,3.64,-2.4516625
7.31,5.41,-2.5606253
9.51,6.09,-0.9942854
12.11,5.09,13.443283
10.34,4.94,-3.445948
