x-axis,y-axis,z-axis
1.04,9.0,0.69
0.8,9.47,1.38
0.15,9.38,1.08
1.04,8.73,1.33
0.57,10.31,1.73
2.34,9.7,2.83
-2.41,8.77,-1.99
0.34,11.41,-2.14
0.34,11.41,-2.14
0.76,10.34,-3.36
3.76,8.77,-3.83
1.54,9.85,-1.18
3.99,9.28,-3.34
2.34,9.77,-2.49
2.37,9.72,-3.41
1.61,9.62,-3.06
0.93,9.23,-3.72
0.93,9.23,-3.72
3.21,9.96,-5.05
1.76,10.84,-1.76
2.83,10.42,-3.45
5.75,11.07,-3.53
7.67,12.41,-1.38
1.27,10.88,2.76
-3.21,14.37,-1.18
-1.31,13.38,-4.21
2.76,10.08,-2.72
2.49,6.93,-2.83
1.04,6.55,-2.56
-0.65,5.52,-2.53
0.84,9.43,4.52
10.99,12.03,6.28
3.99,8.54,2.22
2.64,15.21,0.11
-6.59,11.03,-0.23
-1.61,11.5,-8.69
7.27,9.7,-2.79
-0.08,9.58,-1.95
1.69,9.58,-0.3
6.36,8.81,-1.76
7.59,8.73,-1.53
3.95,8.54,-0.34
3.83,8.35,-0.57
3.79,8.39,-1.31
3.11,9.19,-0.23
2.45,8.58,-1.31
2.6,8.31,-1.8
2.96,8.28,-1.33
5.41,7.93,-0.27
5.18,9.92,1.14
0.69,18.43,0.11
-2.6,16.02,-0.46
2.87,14.33,2.18
2.76,10.8,-0.11
1.92,7.89,-2.72
-2.6,7.01,-1.23
-4.56,5.48,0.61
-4.71,4.37,2.3
0.15,4.75,2.83
6.32,6.4,1.08
5.24,8.43,2.76
-0.91,8.69,6.51
-0.91,8.69,6.51
1.23,7.06,5.01
6.89,17.08,-0.95
-6.63,12.53,-6.13
6.66,13.4,-9.62
1.69,12.26,1.65
-1.57,9.23,0.99
3.26,7.31,1.95
7.86,4.79,-0.34
3.41,6.28,-1.33
5.33,5.9,-1.12
4.52,9.47,2.56
5.37,11.75,5.75
4.44,18.89,-0.5
-1.84,15.32,-2.6
1.84,16.4,1.84
3.99,7.06,-1.31
-1.33,2.45,-3.11
-2.83,0.69,-3.21
-2.14,1.76,-1.73
0.19,7.44,4.18
3.83,13.18,10.0
1.57,9.96,8.28
6.28,16.97,2.11
-8.81,11.56,-8.69
4.79,13.99,-6.82
5.37,10.95,-0.42
1.18,8.96,1.46
3.26,7.21,2.22
3.99,6.13,1.69
4.02,6.05,-0.53
4.9,8.28,-0.23
5.41,9.77,4.14
2.64,16.47,5.67
-3.64,17.24,-4.86
4.48,14.52,0.69
3.49,6.36,-1.61
-1.12,2.56,-3.06
-2.6,0.8,-4.21
-1.57,3.6,0.11
6.4,14.41,11.3
3.06,15.79,1.14
0.23,15.47,1.76
1.33,9.62,-7.5
-1.61,13.87,0.08
3.83,9.66,2.37
3.68,6.82,1.27
2.18,4.86,1.92
5.18,6.82,6.17
2.87,10.08,1.76
-3.26,18.24,0.04
7.4,10.53,1.31
