x-axis,y-axis,z-axis
4.63,7.01,5.63
4.67,6.97,5.63
4.67,7.01,5.67
4.67,7.06,5.67
4.63,7.01,5.71
4.63,7.01,5.67
4.67,7.01,5.67
4.71,7.01,5.71
4.71,6.97,5.63
4.75,7.01,5.67
4.71,7.01,5.6
4.71,7.01,5.67
4.71,7.01,5.6
4.67,6.97,5.6
4.75,7.01,5.63
4.75,7.06,5.6
4.71,7.06,5.6
4.71,7.01,5.6
4.75,7.08,5.6
4.71,7.06,5.6
4.75,7.06,5.56
4.75,7.08,5.56
4.75,7.06,5.56
4.75,7.06,5.56
4.75,7.08,5.56
4.79,7.08,5.52
4.75,7.08,5.48
4.75,7.08,5.43
4.79,7.08,5.43
4.79,7.06,5.48
4.75,7.06,5.56
4.75,7.06,5.52
4.75,7.08,5.52
4.79,7.12,5.43
4.71,7.01,5.48
4.86,7.16,5.52
4.94,7.16,5.41
4.71,7.06,5.43
4.75,7.12,5.43
4.82,7.08,5.43
4.79,7.12,5.52
4.75,7.12,5.48
4.71,7.12,5.43
4.75,7.12,5.43
4.79,7.12,5.52
4.82,7.06,5.48
4.79,7.08,5.56
4.79,7.06,5.56
4.75,7.08,5.48
4.75,7.16,5.52
4.75,7.08,5.52
4.67,7.08,5.52
4.75,7.16,5.6
4.71,7.08,5.6
4.75,7.06,5.56
4.82,7.12,5.6
4.79,7.08,5.48
4.79,7.08,5.48
4.71,7.12,5.48
4.71,7.12,5.48
4.67,7.08,5.52
4.71,7.06,5.56
4.67,7.08,5.56
4.67,7.08,5.52
4.71,7.06,5.52
4.75,7.08,5.48
4.67,7.08,5.52
4.71,7.08,5.52
4.67,7.12,5.56
4.67,7.08,5.56
4.71,7.08,5.56
4.71,7.08,5.52
4.71,7.12,5.56
4.67,7.06,5.6
4.67,7.01,5.56
4.71,7.08,5.52
4.75,7.06,5.56
4.71,7.08,5.6
4.71,7.06,5.52
4.67,7.12,5.56
4.67,7.06,5.52
4.71,7.06,5.56
4.67,7.06,5.6
4.67,7.06,5.63
4.71,7.08,5.6
4.71,7.06,5.63
4.63,7.06,5.56
4.63,7.08,5.6
4.67,7.06,5.56
4.67,7.08,5.63
4.67,7.08,5.67
4.67,7.01,5.6
4.67,7.06,5.56
4.67,7.12,5.6
4.63,7.06,5.6
4.67,7.08,5.63
4.63,7.06,5.56
4.71,7.12,5.63
4.67,6.97,5.6
4.75,7.01,5.67
4.67,7.01,5.6
4.67,7.06,5.56
4.71,7.12,5.56
4.71,7.06,5.56
4.71,7.08,5.56
4.75,7.08,5.52
4.71,7.12,5.56
4.75,7.12,5.52
4.75,7.08,5.52
4.71,7.12,5.56
4.75,7.12,5.56
4.75,7.08,5.56
4.71,7.08,5.52
4.67,7.08,5.52
4.71,7.12,5.56
4.67,7.08,5.56
4.71,7.08,5.48
4.67,7.12,5.52
4.71,7.08,5.52
4.71,7.12,5.52
4.67,7.08,5.56
4.67,7.12,5.52
4.67,7.12,5.56
4.67,7.08,5.52
4.63,7.12,5.52
4.71,7.12,5.56
4.71,7.12,5.56
4.67,7.08,5.52
4.63,7.08,5.52
4.67,7.12,5.56
4.67,7.08,5.56
4.67,7.12,5.56
4.71,7.12,5.56
4.63,7.08,5.52
4.67,7.12,5.56
4.71,7.08,5.6
4.63,7.06,5.52
4.67,7.08,5.56
4.67,7.01,5.6
4.75,7.08,5.6
4.75,7.06,5.6
4.67,7.06,5.6
4.67,7.06,5.63
4.75,7.06,5.6
4.75,7.06,5.6
4.67,7.06,5.6
4.71,7.06,5.56
4.71,7.01,5.6
4.67,7.01,5.56
4.67,7.01,5.56
4.75,7.06,5.6
4.75,7.01,5.63
4.71,7.06,5.6
4.71,7.01,5.63
4.71,7.01,5.63
4.71,7.01,5.6
4.71,7.06,5.63
4.75,7.01,5.6
4.71,7.01,5.67
4.71,7.01,5.63
4.71,7.01,5.6
4.71,7.01,5.56
4.67,6.97,5.56
4.71,7.01,5.6
4.67,6.97,5.6
4.71,7.01,5.63
4.75,7.06,5.56
4.71,7.01,5.56
4.71,7.01,5.56
4.71,7.06,5.63
4.67,7.06,5.52
4.71,7.01,5.56
4.71,7.06,5.52
4.67,7.06,5.52
4.71,7.08,5.6
4.71,7.01,5.56
4.75,7.06,5.56
4.75,7.06,5.56
4.71,7.01,5.56
4.71,7.01,5.56
4.75,7.08,5.52
4.75,7.08,5.48
4.75,7.08,5.52
4.75,7.06,5.52
4.75,7.08,5.48
4.71,7.01,5.48
4.75,7.08,5.48
4.71,7.01,5.48
4.75,7.06,5.56
4.71,7.08,5.48
4.79,7.06,5.56
4.71,7.01,5.52
4.71,7.06,5.56
4.71,7.06,5.52
4.71,7.06,5.48
4.75,7.08,5.52
4.75,7.01,5.56
4.79,7.06,5.52
4.67,7.01,5.52
4.71,7.06,5.56
4.71,7.01,5.52
4.71,7.01,5.52
4.71,7.06,5.6
4.71,7.06,5.56
4.71,7.01,5.52
4.71,6.97,5.6
4.71,7.01,5.6
4.71,7.01,5.63
4.75,7.01,5.56
4.75,7.01,5.56
4.71,6.97,5.48
4.71,7.06,5.63
4.75,7.01,5.52
4.75,6.97,5.6
4.82,7.08,5.56
4.75,6.97,5.6
4.71,7.01,5.56
4.75,7.06,5.56
4.71,7.06,5.52
4.71,7.01,5.48
4.75,7.06,5.56
4.75,7.01,5.52
4.71,7.06,5.52
4.71,7.08,5.56
4.75,7.06,5.56
4.71,7.01,5.52
4.75,7.01,5.56
4.71,7.06,5.52
4.67,7.06,5.48
4.75,7.06,5.56
4.75,7.06,5.52
4.71,7.06,5.52
4.75,7.06,5.48
4.71,6.97,5.52
4.75,7.06,5.52
4.75,7.08,5.56
4.71,7.06,5.56
4.75,7.01,5.52
4.75,7.01,5.48
4.75,7.06,5.43
4.79,7.08,5.52
4.79,7.06,5.52
4.75,7.06,5.48
4.75,7.06,5.48
4.79,7.08,5.43
4.75,7.06,5.43
4.79,7.08,5.48
4.79,7.06,5.48
4.79,7.08,5.43
4.79,7.08,5.48
4.79,7.12,5.43
4.86,7.21,5.43
4.82,7.08,5.33
4.86,7.12,5.41
4.82,7.08,5.33
4.82,7.06,5.41
4.86,7.08,5.41
4.82,7.06,5.41
4.82,7.12,5.43
4.82,7.08,5.43
4.86,7.08,5.41
4.79,7.06,5.43
4.79,7.08,5.48
4.79,7.06,5.48
4.79,7.06,5.48
4.75,7.01,5.41
4.79,7.08,5.43
4.82,7.06,5.48
4.79,7.06,5.52
4.79,7.01,5.43
4.79,7.08,5.43
4.79,7.06,5.48
4.82,7.06,5.52
4.82,7.06,5.48
4.82,7.06,5.52
4.82,7.08,5.56
4.79,7.06,5.48
4.82,7.01,5.52
4.79,7.06,5.43
4.75,7.06,5.48
4.82,7.06,5.41
4.75,6.97,5.41
4.71,7.01,5.52
4.79,7.12,5.48
4.9,7.16,5.33
4.99,7.12,5.22
5.01,7.12,5.33
4.9,7.21,5.37
4.71,7.06,5.33
4.9,7.16,5.37
4.79,7.08,5.43
4.82,7.06,5.33
4.79,7.06,5.41
4.86,7.21,5.43
4.82,7.21,5.43
4.71,7.01,5.43
4.71,6.93,5.43
4.67,6.82,5.63
4.99,7.01,5.86
4.56,6.89,5.48
5.28,7.31,5.56
4.6,6.51,5.56
4.99,7.31,5.75
5.09,6.97,5.71
4.86,6.93,5.48
4.75,7.12,5.6
4.67,7.31,5.9
4.25,6.85,5.79
4.6,6.78,5.67
4.37,6.55,5.63
4.9,7.27,5.75
4.71,7.08,5.86
4.4,7.01,5.83
4.1,6.78,5.9
4.14,6.7,6.17
4.25,6.74,6.21
4.4,6.63,6.13
4.6,6.63,6.13
4.63,6.7,6.13
4.56,6.82,6.17
4.48,6.66,6.13
4.37,6.74,6.17
4.33,6.63,6.24
4.37,6.44,6.24
4.44,6.44,6.32
4.56,6.66,6.24
4.48,6.66,6.17
4.52,6.63,6.09
4.56,6.55,6.13
4.29,6.7,6.17
4.4,6.63,6.21
4.67,6.7,6.13
4.79,6.85,6.09
4.63,6.7,5.94
4.6,6.82,6.02
4.56,6.7,6.05
4.56,6.74,6.05
4.6,6.74,6.02
4.52,6.74,6.02
4.6,6.78,5.98
4.6,6.7,5.94
4.67,6.78,6.02
4.63,6.78,5.94
4.63,6.74,5.98
4.63,6.78,6.02
4.67,6.7,6.02
4.6,6.74,6.02
4.67,6.74,5.98
4.63,6.74,5.94
4.63,6.7,6.02
4.67,6.78,5.98
4.63,6.74,5.98
4.63,6.74,5.94
4.63,6.74,5.98
4.63,6.74,5.98
4.63,6.78,5.94
4.6,6.78,5.9
4.6,6.78,5.9
4.63,6.78,5.98
4.6,6.78,5.94
4.6,6.74,5.86
4.67,6.74,5.94
4.6,6.78,5.94
4.63,6.74,5.9
4.67,6.82,5.9
4.6,6.74,5.9
4.6,6.89,5.98
4.52,6.82,5.98
4.52,6.78,5.98
4.56,6.85,5.94
4.67,6.78,5.98
4.63,6.82,5.94
4.56,6.74,5.98
4.56,6.74,6.02
4.6,6.78,6.02
4.56,6.78,5.98
4.56,6.82,5.94
4.56,6.74,5.98
4.6,6.78,5.98
4.63,6.78,5.98
4.6,6.78,5.98
4.52,6.78,5.98
4.52,6.82,6.02
4.52,6.82,5.9
4.52,6.51,6.02
4.56,6.7,6.05
4.71,6.63,6.17
5.24,7.01,5.9
4.4,5.98,5.98
4.67,7.21,5.9
4.37,6.74,6.02
4.4,6.63,5.9
4.82,6.97,5.86
4.75,7.01,5.83
4.75,7.01,5.83
4.67,6.93,5.79
4.63,6.89,5.79
4.6,6.82,5.83
4.75,6.89,5.83
4.82,6.82,5.75
4.9,6.82,5.79
4.86,6.78,5.83
4.75,6.85,5.75
4.82,6.85,5.75
4.79,6.89,5.75
4.56,6.93,5.75
4.71,6.82,5.86
4.79,6.89,5.83
4.82,6.85,5.79
4.71,6.85,5.75
4.6,6.93,5.79
4.71,6.74,5.86
4.86,7.01,5.79
4.56,6.66,5.79
4.9,6.93,5.9
4.75,6.7,6.02
4.63,6.55,5.94
4.63,6.7,5.9
4.67,6.74,5.98
4.79,6.78,5.9
4.71,6.78,5.86
4.6,6.78,5.9
4.67,6.78,5.86
4.67,6.74,5.9
4.71,6.78,5.86
4.67,6.78,5.9
4.75,6.82,5.86
4.67,6.78,5.79
4.71,6.82,5.79
4.75,6.82,5.83
4.79,6.89,5.79
4.79,6.85,5.83
4.75,6.85,5.83
4.71,6.82,5.9
4.71,6.82,5.79
4.75,6.82,5.75
4.82,6.85,5.79
4.82,6.78,5.71
5.01,6.97,5.71
5.05,6.89,5.67
4.86,6.82,5.67
4.86,6.85,5.71
4.75,6.59,5.75
5.09,6.74,5.79
5.01,6.66,5.75
5.01,6.7,5.83
4.94,6.74,5.79
4.99,6.66,5.9
4.99,6.32,5.9
5.22,6.44,5.94
5.13,6.47,5.9
5.18,6.7,5.86
4.94,6.47,5.86
4.94,6.63,5.94
5.01,6.55,5.98
5.09,6.7,5.9
5.01,6.51,5.98
4.99,6.47,5.9
4.99,6.44,5.94
5.05,6.63,5.94
4.94,6.51,5.9
5.01,6.59,5.98
4.94,6.47,5.94
4.94,6.24,5.67
5.67,6.59,6.66
5.09,7.12,6.05
4.82,6.44,5.18
4.75,6.59,5.41
4.82,6.93,6.09
4.82,6.36,6.05
5.41,6.44,6.17
5.71,6.36,5.94
5.01,6.24,5.86
4.99,6.21,5.98
5.24,6.59,5.9
5.18,6.32,5.94
5.18,6.36,6.05
5.28,6.36,6.02
5.09,6.32,5.86
5.13,6.4,5.9
5.05,6.47,5.98
5.05,6.4,6.13
5.33,6.66,5.9
4.99,6.21,5.79
5.13,6.63,5.94
