x-axis,y-axis,z-axis
5.94,1.88,8.2
6.05,1.92,8.39
5.67,1.92,8.16
5.24,1.95,8.31
5.48,1.99,8.39
5.86,1.99,8.43
5.83,1.99,8.05
5.71,2.07,8.31
5.56,1.88,8.16
5.48,1.84,8.5
5.43,1.95,8.47
5.33,1.92,8.43
5.71,2.07,8.39
5.75,1.95,8.58
5.67,1.88,8.05
5.56,1.84,8.35
5.71,1.92,8.28
5.6,1.88,8.35
5.6,1.92,8.39
5.67,1.92,8.39
5.6,1.76,8.24
5.71,2.15,8.28
5.56,2.15,8.31
5.86,1.84,7.97
5.75,1.8,8.58
5.56,1.84,8.28
5.52,1.92,7.97
5.43,2.07,8.81
5.63,2.07,8.47
5.48,2.22,8.39
5.37,1.99,8.2
5.52,1.73,8.35
5.48,1.8,8.5
5.83,1.95,8.58
5.43,1.84,8.16
5.43,2.11,8.28
5.56,2.34,8.58
5.63,1.99,8.16
5.67,1.61,8.16
5.56,1.8,8.54
5.71,1.99,8.47
5.63,1.99,8.16
5.41,1.88,8.28
5.56,1.95,8.43
5.63,1.99,8.31
5.43,1.88,8.31
5.71,1.95,8.35
5.79,1.88,8.31
5.71,1.92,8.12
5.6,1.88,8.5
5.6,1.88,8.31
5.56,1.99,8.28
5.52,1.95,8.28
5.63,1.99,8.24
5.6,1.92,8.28
5.63,1.8,8.39
5.67,1.88,8.39
5.6,1.99,8.31
5.63,2.03,8.28
5.56,1.88,8.39
5.56,1.84,8.35
5.6,1.92,8.39
5.52,1.95,8.39
5.6,1.95,8.39
5.6,1.88,8.28
5.63,1.95,8.39
5.6,1.92,8.31
5.6,1.92,8.31
5.56,1.95,8.39
5.56,1.95,8.28
5.52,1.92,8.28
5.56,1.95,8.39
5.56,1.92,8.31
5.6,1.95,8.39
5.56,1.92,8.31
5.56,1.95,8.39
5.56,1.92,8.35
5.56,1.92,8.31
5.52,1.92,8.28
5.56,2.03,8.35
5.79,2.18,8.31
5.6,1.54,8.24
