x-axis,y-axis,z-axis
0.0,0.0,0.0
-1.23,9.72,-1.12
-1.14,10.0,-1.31
-1.23,9.89,-1.04
-1.23,9.92,-1.12
-1.33,9.92,-1.31
-1.38,9.72,-1.31
-1.5,10.08,-1.38
-1.38,9.77,-1.12
-1.18,10.04,-1.08
-1.31,9.81,-1.38
-1.27,9.96,-0.95
-1.27,9.92,-1.31
-1.08,9.85,-1.08
-1.42,10.0,-1.18
-0.91,9.89,-1.23
-1.53,9.96,-1.46
-1.8,9.92,-0.95
-1.31,9.96,-1.33
-1.12,9.85,-1.14
-1.33,9.89,-0.84
-1.27,9.89,-0.95
-1.27,9.96,-0.76
-1.31,10.0,-1.12
-1.18,9.89,-0.8
-0.46,9.72,-0.99
-1.04,10.15,-1.04
-1.04,10.15,-1.04
-1.46,9.96,-0.34
-0.89,10.04,-1.31
-1.12,9.89,-0.8
-1.38,10.04,-0.91
-1.27,9.92,-0.89
-1.23,9.92,-0.89
-1.23,10.04,-0.99
-1.18,9.92,-1.04
-0.99,9.92,-0.99
-1.14,10.08,-0.89
-1.08,9.96,-0.53
-0.76,10.04,-0.34
-0.5,10.04,-0.04
-1.53,9.51,-1.12
-0.76,10.46,-1.31
-0.15,10.04,-1.46
-1.18,9.89,-0.46
-0.76,10.04,0.11
-0.34,9.85,-0.15
-0.72,10.23,-0.15
-0.76,9.7,-0.61
-0.27,10.34,-0.76
-0.84,9.72,-0.76
-1.14,9.96,0.5
-0.46,9.92,-0.57
-0.38,10.0,-0.19
-0.72,10.08,-0.15
-0.5,9.89,-0.04
-0.91,9.96,0.19
-0.53,10.04,-0.11
-0.57,9.92,-0.27
-0.65,10.0,-0.34
-0.99,10.0,-0.3
-0.84,10.0,-0.19
-0.8,10.0,-0.27
-0.57,9.92,-0.27
-0.72,10.04,-0.19
-0.8,9.96,-0.34
-0.57,10.0,-0.57
-0.8,10.04,-0.34
-0.76,10.0,-0.23
-0.72,9.96,-0.27
-0.72,9.96,-0.34
-0.8,10.0,-0.53
-0.72,10.0,-0.38
-0.84,10.0,-0.3
-0.76,9.96,-0.34
-0.65,10.0,-0.34
-0.8,10.04,-0.34
-0.84,9.96,-0.42
-0.84,10.0,-0.38
-0.8,9.96,-0.46
-0.72,10.0,-0.42
-0.8,10.0,-0.42
-0.76,10.0,-0.53
-0.91,10.0,-0.42
-0.8,10.0,-0.53
-0.8,10.0,-0.53
