x-axis,y-axis,z-axis
-4.1,8.69,-1.54
-3.99,8.66,-1.46
-4.25,8.39,-1.69
-4.21,8.47,-1.8
-4.1,8.5,-1.54
-4.33,8.43,-1.27
-4.6,8.31,-1.12
-4.75,8.31,-1.23
-4.56,8.31,-1.54
-4.52,8.31,-1.69
-4.6,8.28,-1.73
-4.71,8.2,-1.5
-4.56,8.43,-1.42
-4.48,8.58,-1.46
-4.56,8.47,-1.5
-4.71,8.28,-1.69
-4.33,8.28,-1.88
-4.1,8.66,-2.03
-5.22,8.01,-1.76
-5.13,8.05,-1.46
-4.9,8.28,-1.76
-4.52,8.31,-1.8
-4.14,8.54,-2.07
-5.63,8.08,-0.5
-5.52,7.93,-1.46
-5.18,8.24,-1.08
-5.18,8.24,-1.08
-4.9,7.97,-1.33
-4.37,8.66,-1.73
-4.44,8.24,-1.65
-5.09,7.93,-1.69
-5.43,7.82,-1.61
-5.05,8.47,-0.93
-4.9,8.2,-1.27
-4.94,8.2,-1.33
-4.67,8.28,-1.04
-4.71,8.5,-1.08
-4.63,8.54,-1.27
-4.67,7.93,-1.14
-4.67,7.74,-1.27
-4.52,7.82,-1.12
-4.63,8.24,-0.8
-4.9,9.19,-1.27
-4.6,8.62,-0.53
-4.9,8.24,-1.33
-4.9,8.2,-1.54
-5.09,8.28,-1.23
-5.48,8.08,-1.23
-5.33,7.97,-1.54
-4.79,8.16,-1.69
-4.94,8.16,-1.65
-5.09,8.05,-1.61
-5.01,8.28,-1.46
-5.01,8.16,-1.38
-4.99,8.08,-1.46
-4.94,8.08,-1.65
-4.9,8.2,-1.61
-5.01,8.2,-1.42
-4.99,8.16,-1.33
-4.86,8.24,-1.42
-4.79,8.28,-1.5
-5.05,8.12,-1.46
-5.01,8.08,-1.5
-4.9,8.24,-1.5
-4.9,8.31,-1.46
-5.01,8.2,-1.46
-5.13,8.2,-1.38
-5.01,8.24,-1.38
-5.13,8.08,-1.33
-5.01,8.31,-1.14
-5.01,8.31,-1.14
-5.01,8.31,-1.14
-5.01,8.31,-1.14
-5.01,8.08,-1.18
-5.09,8.05,-1.14
-4.99,8.08,-1.23
-4.86,8.28,-1.08
-4.82,8.28,-1.27
