id,class
003d40b5-56ed-43cc-a4cc-5c901d542afc.csv,Standing
004c721f-2a5c-45ca-9faa-54b0c5e2188b.csv,Walking
005af30b-08f6-4695-9509-41a9f2722c2e.csv,Standing
00975e94-b081-4c14-962f-026acc55d9f3.csv,Standing
00dccf4d-375c-4d95-9441-7ff0d3687314.csv,Standing
011f5906-a428-40dd-b55d-bf4c91fcc6fe.csv,Standing
015180f5-89d6-4e06-91a0-bd3800c1738e.csv,Standing
016c611d-5203-4711-a053-aaa1ca0074d6.csv,Standing
024047f3-03c6-4685-979d-e28428c294bc.csv,Walking
02449fc9-1eae-431f-aa48-8d9dfa7df510.csv,Standing
029f4223-443a-4f38-a770-d0896c316969.csv,Standing
02d246ba-050b-42c0-af6e-9bd4ad1b233b.csv,Standing
02e01832-1605-476c-997c-9cbb82508915.csv,Standing
0301b246-686a-441f-800f-5ff474fd60ab.csv,Standing
03102e41-ed1a-43b9-940d-d3853f63d08e.csv,Walking
03c56120-a639-4148-b96e-69365cbbd790.csv,Standing
0402c0de-fbac-44c0-a5de-6297268d67d6.csv,Standing
0408b9f7-73ce-4887-951f-5821bf48176c.csv,Walking
04b1546a-7337-49a8-bbf8-e4237a21e76a.csv,Standing
051ca173-c4fb-4cfa-93bf-61695700f936.csv,Sitting
0568873f-6e00-4b7e-9d43-e06dc8d45d16.csv,Sitting
05be7096-f2d1-4cec-99c0-0c2e3985e8b6.csv,Standing
05dff739-877b-4391-bdd0-0af9e794bd00.csv,Standing
062067a3-6296-4378-9d68-9427c12f98a0.csv,Sitting
0673dd0b-c9e2-430b-8ba9-f986b92002a3.csv,Standing
06eb1bd8-c639-4221-bfd7-7420c5643359.csv,Walking
0710b140-382f-4874-9715-6e54d6ff7bf0.csv,Standing
07770950-86b1-4789-8c52-6343e633a293.csv,Walking
079f446f-8025-4897-a4e2-6dca385d13be.csv,Standing
084eccd6-193b-4a61-b25d-6137c36abadb.csv,Standing
0861488e-16f5-4b45-8637-3a35e3a2fd3e.csv,Standing
08e0de4e-99c0-4a30-a254-569ce46a909c.csv,Standing
0975c55c-dccf-40e3-afef-cd42a3cb8e94.csv,Standing
09e02681-9266-4b72-ae14-887b2ac30cf5.csv,Standing
0a0f452e-d9f8-4229-bfe0-9cd89a00287a.csv,Standing
0adb7897-4447-4387-8aa8-95aac6d2afdf.csv,Standing
0b60ac74-f397-4f6d-9e93-e6d52b433ff1.csv,Standing
0c2cb6fc-a1aa-4e2d-8855-abc0dd8c3c9e.csv,Walking
0d100f8c-637b-46e5-af62-922c21754d4b.csv,Standing
0d71ed9c-c570-4d44-a967-66fb5a85cc49.csv,Standing
0e68a01f-33ae-42f6-ab4b-15953f389f2e.csv,Standing
0ec35de8-569e-4ff3-b500-10115bbf7bd2.csv,Standing
0ed27244-844f-440b-bd16-0d9722c931cc.csv,Standing
0f1f21ec-616b-4568-8dd3-316a60cec40f.csv,Standing
0f36ff1c-70fa-486a-9f03-74ed1695b1ad.csv,Standing
0f8c2cb2-1bc0-405b-8725-9cec2b043a4d.csv,Standing
0f9409b3-049a-4dfb-9ddf-0718e7ea7130.csv,Standing
0fc6721c-15c9-44ce-8e37-83ea3f85c5d4.csv,Walking
0fcb980f-7741-464a-bd5e-e8068e1eacf1.csv,Standing
0fcc0aeb-8ad0-4dce-a353-47ee13faa6e6.csv,Standing
102a9e61-44a4-4482-9218-43c770ebe314.csv,Standing
11e006eb-11e8-4fdb-a763-b460dc80b2f3.csv,Standing
12c4db72-54b5-49b1-a620-3a186c091e08.csv,Sitting
1343068a-d167-4e64-bcfe-cc60bc174009.csv,Standing
14159b27-18a7-4cc1-9e25-bca3619df9c8.csv,Standing
142c7d68-db0f-4f33-a993-8d0f5112241c.csv,Standing
14a30e24-db50-4fd0-9e4c-1696cd0b7a2f.csv,Standing
14eb7098-9161-406a-9f54-5fb802aa8fd9.csv,Standing
1540ac6c-c079-480e-afd1-2c4c6b521969.csv,Standing
158efa84-c330-422a-99fa-f971ff17930e.csv,Walking
162c7683-0f36-4a4b-aa5b-eec7c3b156b0.csv,Standing
17269a5e-e06d-43c0-b9a1-c147957072c8.csv,Standing
17902cbc-5c67-431c-9e1b-589d15e58ab7.csv,Standing
18793d31-5027-425a-af44-1b5246e3e6f6.csv,Standing
18b90b7b-b34b-422e-b074-5a8d32a3aba2.csv,Standing
18d899d7-6c42-4d63-8e2b-49e51ab3e325.csv,Walking
19103233-9e0a-41e3-a842-189a5d028fc0.csv,Standing
198c96b3-2c45-405a-93f6-94f3ec721cc1.csv,Standing
1a868be8-326b-44f3-89ed-385f88f7b6f4.csv,Standing
1a93c60d-6401-4213-b7e8-0bb8fb1467d6.csv,Standing
1ac80f1b-9931-49fd-ba1c-51da38a35cca.csv,Standing
1b714486-33ce-4efb-a18c-d693c0421cd4.csv,Standing
1b770829-ccd7-4564-87c3-3a3d93f89de5.csv,Standing
1c648585-d671-41d1-9320-309c2053b3b7.csv,Walking
1c689020-870d-4569-b378-8fa0d7de289d.csv,Sitting
1c82e4eb-09f8-4852-9c2f-abbab906789f.csv,Standing
1cdd0891-dab5-4094-9a8e-ab8fa9711d92.csv,Standing
1d794458-c34f-493f-8c12-1e7a8f2f4d0d.csv,Standing
1db429da-0df3-4ee2-9a8b-bc8aedb9fc21.csv,Walking
1dbcb86f-da7a-4fab-ba3f-a37d9071f855.csv,Standing
1dd328bb-df07-46be-aca4-75bfa26ee9a8.csv,Standing
1ddc00b9-f91d-468f-bbdb-8310196aaa79.csv,Walking
1e2764cb-4805-47b9-8f67-b9f030c36850.csv,Standing
1e276b25-a4aa-4661-9efd-349f6bf32a9f.csv,Standing
1e897117-4146-4a2e-b7af-dd8f0584cfee.csv,Standing
1f1cd64c-d8b6-4253-81e2-b8c63dc4b21b.csv,Standing
1f34b827-93c6-46c6-9fce-dfebfabebcd9.csv,Standing
